"sample"	"reads_total"	"reads_assigned_bins"	"percentage_duplicates"	"median_bin_count"	"filter_corr_value"	"filtered"	"is_normal"	"find_normal_cv"	"timepoint"	"total_reads"	"dups_removed"	"reads_kept"	"dups_percentage"
"well_263_DUKE_27_A_yes_3_46_S5447"	1351901	1042979	0.23	76	0.963	"kept"	FALSE	0.31	"recurrence"	1351901	308922	1042979	0.22850933611263
"well_2633_DUKE_27_D_yes_36_40_S7817"	2310737	1751910	0.24	133	0.747	"removed"	TRUE	0.02	"recurrence"	2310737	558827	1751910	0.241839291966156
"well_2638_DUKE_27_A_yes_36_45_S7822"	1734820	1332246	0.23	97	0.996	"kept"	FALSE	0.28	"recurrence"	1734820	402574	1332246	0.232055198810251
"well_2639_DUKE_27_A_yes_36_46_S7823"	1970522	1450480	0.26	105	0.995	"kept"	FALSE	0.29	"recurrence"	1970522	520042	1450480	0.263910781001176
"well_264_DUKE_27_A_yes_3_47_S5448"	471092	393541	0.16	29	0.977	"kept"	FALSE	0.29	"recurrence"	471092	77551	393541	0.164619649665034
"well_2649_DUKE_27_D_yes_36_56_S7833"	1639083	1228288	0.25	91	0.337	"removed"	FALSE	0.07	"recurrence"	1639083	410795	1228288	0.250624892089052
"well_265_DUKE_27_A_yes_3_48_S5449"	1552679	1195844	0.23	87	0.958	"kept"	FALSE	0.29	"recurrence"	1552679	356835	1195844	0.229818912988454
"well_2651_DUKE_27_D_yes_36_58_S7835"	1619749	1217745	0.25	93	0.431	"removed"	FALSE	0.2	"recurrence"	1619749	402004	1217745	0.248189071269684
"well_2657_DUKE_27_A_yes_36_64_S7841"	1675716	1278947	0.24	93	0.994	"kept"	FALSE	0.29	"recurrence"	1675716	396769	1278947	0.236775802104891
"well_2659_DUKE_27_A_yes_36_66_S7843"	159304	115452	0.28	8	0.159	"removed"	FALSE	0.41	"recurrence"	159304	43852	115452	0.275272435092653
"well_2660_DUKE_27_A_yes_36_67_S7844"	3565995	2774198	0.22	194	0.979	"kept"	FALSE	0.29	"recurrence"	3565995	791797	2774198	0.22204097313653
"well_2664_DUKE_27_A_yes_36_71_S7848"	1236104	938549	0.24	68	0.991	"kept"	FALSE	0.29	"recurrence"	1236104	297555	938549	0.240720036501783
"well_2668_DUKE_27_D_yes_37_3_S7852"	1179815	911921	0.23	68	0.418	"removed"	TRUE	0.02	"recurrence"	1179815	267894	911921	0.227064412640965
"well_268_DUKE_27_A_yes_3_51_S5452"	1476637	1164318	0.21	85	0.981	"kept"	FALSE	0.28	"recurrence"	1476637	312319	1164318	0.211506958040466
"well_2682_DUKE_27_A_yes_37_17_S7866"	767739	563345	0.27	36	0.299	"removed"	FALSE	0.72	"recurrence"	767739	204394	563345	0.266228496924085
"well_2683_DUKE_27_D_yes_37_18_S7867"	901283	643026	0.29	45	0.574	"removed"	TRUE	0.01	"recurrence"	901283	258257	643026	0.286543738204315
"well_2688_DUKE_27_D_yes_37_23_S7872"	2059297	1548712	0.25	115	0.279	"removed"	FALSE	0.18	"recurrence"	2059297	510585	1548712	0.247941409131369
"well_2695_DUKE_27_A_yes_37_30_S7879"	2090789	1637358	0.22	119	0.996	"kept"	FALSE	0.28	"recurrence"	2090789	453431	1637358	0.216870760272797
"well_2696_DUKE_27_A_yes_37_31_S7880"	1166448	825687	0.29	61	0.392	"removed"	FALSE	0.33	"recurrence"	1166448	340761	825687	0.292135611703222
"well_2699_DUKE_27_A_yes_37_34_S7883"	1827756	1387309	0.24	101	0.996	"kept"	FALSE	0.29	"recurrence"	1827756	440447	1387309	0.240976913767483
"well_270_DUKE_27_A_yes_3_53_S5454"	1706576	1254672	0.26	91	0.991	"kept"	FALSE	0.29	"recurrence"	1706576	451904	1254672	0.264801567583278
"well_2706_DUKE_27_D_yes_37_41_S7890"	1749978	1297178	0.26	97	0.414	"removed"	FALSE	0.18	"recurrence"	1749978	452800	1297178	0.258746109951097
"well_2710_DUKE_27_A_yes_37_45_S7894"	2096453	1654895	0.21	121	0.996	"kept"	FALSE	0.28	"recurrence"	2096453	441558	1654895	0.21062146396795
"well_2716_DUKE_27_A_yes_37_51_S7900"	973627	702019	0.28	50	0.875	"kept"	FALSE	0.29	"recurrence"	973627	271608	702019	0.278965147844092
"well_2718_DUKE_27_A_yes_37_53_S7902"	1918326	1456383	0.24	106	0.955	"kept"	FALSE	0.29	"recurrence"	1918326	461943	1456383	0.240805264590064
"well_272_DUKE_27_D_yes_3_55_S5456"	815291	634167	0.22	48	0.771	"removed"	TRUE	0.01	"recurrence"	815291	181124	634167	0.222158713882528
"well_2723_DUKE_27_D_yes_37_58_S7907"	1527091	1169090	0.23	88	0.659	"removed"	TRUE	0.02	"recurrence"	1527091	358001	1169090	0.234433311439855
"well_2731_DUKE_27_A_yes_37_66_S7915"	1783344	1330157	0.25	96	0.992	"kept"	FALSE	0.29	"recurrence"	1783344	453187	1330157	0.254122031419625
"well_2733_DUKE_27_A_yes_37_68_S7917"	1702469	1246744	0.27	91	0.994	"kept"	FALSE	0.29	"recurrence"	1702469	455725	1246744	0.26768475666811
"well_2741_DUKE_27_D_yes_38_4_S7925"	1275375	970309	0.24	72	0.355	"removed"	TRUE	0.04	"recurrence"	1275375	305066	970309	0.239197098892483
"well_2752_DUKE_27_A_yes_38_15_S7936"	751290	540790	0.28	36	0.349	"removed"	FALSE	0.27	"recurrence"	751290	210500	540790	0.280184748898561
"well_2753_DUKE_27_A_yes_38_16_S7937"	1950205	1436378	0.26	101	0.945	"kept"	FALSE	0.3	"recurrence"	1950205	513827	1436378	0.263473327163042
"well_2757_DUKE_27_D_yes_38_20_S7941"	1203701	885450	0.26	64	0.799	"removed"	TRUE	0.02	"recurrence"	1203701	318251	885450	0.264393732330537
"well_276_DUKE_27_D_yes_3_59_S5460"	1045357	851942	0.19	64	0.534	"removed"	TRUE	0.01	"recurrence"	1045357	193415	851942	0.185022915616388
"well_2767_DUKE_27_A_yes_38_30_S7951"	1955697	1523441	0.22	112	0.958	"kept"	FALSE	0.28	"recurrence"	1955697	432256	1523441	0.221024013433574
"well_2771_DUKE_27_A_yes_38_34_S7955"	1678444	1297527	0.23	95	0.998	"kept"	FALSE	0.28	"recurrence"	1678444	380917	1297527	0.226946505215545
"well_2781_DUKE_27_D_yes_38_44_S7965"	1027765	812182	0.21	61	0.605	"removed"	TRUE	0.02	"recurrence"	1027765	215583	812182	0.209759040247527
"well_2783_DUKE_27_A_yes_38_46_S7967"	1779171	1451485	0.18	106	0.979	"kept"	FALSE	0.28	"recurrence"	1779171	327686	1451485	0.184179036191575
"well_2790_DUKE_27_A_yes_38_53_S7974"	1788064	1361342	0.24	100	0.947	"kept"	FALSE	0.31	"recurrence"	1788064	426722	1361342	0.238650294396621
"well_2792_DUKE_27_D_yes_38_55_S7976"	1181283	937311	0.21	72	0.398	"removed"	FALSE	0.18	"recurrence"	1181283	243972	937311	0.206531373091799
"well_2798_DUKE_27_D_yes_38_61_S7982"	1177289	887375	0.25	67	0.404	"removed"	TRUE	0.02	"recurrence"	1177289	289914	887375	0.246255592297218
"well_280_DUKE_27_A_yes_3_63_S5464"	1224619	995406	0.19	72	0.991	"kept"	FALSE	0.28	"recurrence"	1224619	229213	995406	0.187170867020682
"well_2802_DUKE_27_A_yes_38_65_S7986"	1272695	921130	0.28	66	0.995	"kept"	FALSE	0.28	"recurrence"	1272695	351565	921130	0.276236647429274
"well_2808_DUKE_27_A_yes_38_71_S7992"	1013981	769008	0.24	53	0.662	"removed"	FALSE	0.66	"recurrence"	1013981	244973	769008	0.241595256715856
"well_2821_DUKE_27_A_yes_39_12_S8005"	2556585	1858606	0.27	133	0.986	"kept"	FALSE	0.29	"recurrence"	2556585	697979	1858606	0.273012240938596
"well_283_DUKE_27_A_yes_3_66_S5467"	164578	141546	0.14	9	0.898	"kept"	FALSE	0.36	"recurrence"	164578	23032	141546	0.139945800775316
"well_2833_DUKE_27_D_yes_39_24_S8017"	1513922	1078436	0.29	80	0.263	"removed"	TRUE	0.03	"recurrence"	1513922	435486	1078436	0.287654185618546
"well_2840_DUKE_27_A_yes_39_31_S8024"	2065299	1541997	0.25	112	0.998	"kept"	FALSE	0.27	"recurrence"	2065299	523302	1541997	0.253378324397581
"well_2841_DUKE_27_A_yes_39_32_S8025"	167796	134816	0.2	8	0.877	"kept"	FALSE	0.37	"recurrence"	167796	32980	134816	0.196548189468164
"well_2845_DUKE_27_D_yes_39_36_S8029"	1188877	886604	0.25	66	0.574	"removed"	TRUE	0.02	"recurrence"	1188877	302273	886604	0.254250860265612
"well_2846_DUKE_27_D_yes_39_37_S8030"	1238454	901327	0.27	69	0.348	"removed"	FALSE	0.36	"recurrence"	1238454	337127	901327	0.272216004793073
"well_2849_DUKE_27_D_yes_39_40_S8033"	1690204	1228914	0.27	92	0.271	"removed"	FALSE	0.14	"recurrence"	1690204	461290	1228914	0.272919718566516
"well_2856_DUKE_27_A_yes_39_47_S8040"	2038579	1527887	0.25	109	0.955	"kept"	FALSE	0.29	"recurrence"	2038579	510692	1527887	0.250513715681364
"well_2861_DUKE_27_A_yes_39_52_S8045"	1516646	1074069	0.29	79	0.2	"removed"	TRUE	0.04	"recurrence"	1516646	442577	1074069	0.291812987341806
"well_2863_DUKE_27_D_yes_39_54_S8047"	1104853	793507	0.28	59	0.194	"removed"	TRUE	0.04	"recurrence"	1104853	311346	793507	0.281798574108954
"well_2872_DUKE_27_A_yes_39_63_S8056"	1409371	1038453	0.26	75	0.992	"kept"	FALSE	0.28	"recurrence"	1409371	370918	1038453	0.263179815676639
"well_2879_DUKE_27_A_yes_39_70_S8063"	1356965	1038792	0.23	75	0.965	"kept"	FALSE	0.3	"recurrence"	1356965	318173	1038792	0.23447399159153
"well_2883_DUKE_27_D_yes_40_2_S8067"	776371	586310	0.24	36	0.91	"kept"	FALSE	0.32	"recurrence"	776371	190061	586310	0.244806928646227
"well_2889_DUKE_27_D_yes_40_8_S8073"	1313862	1042678	0.21	78	0.341	"removed"	TRUE	0.05	"recurrence"	1313862	271184	1042678	0.206402194446601
"well_2891_DUKE_27_A_yes_40_10_S8075"	1853011	1424879	0.23	103	0.916	"kept"	FALSE	0.31	"recurrence"	1853011	428132	1424879	0.231046658654482
"well_2894_DUKE_27_A_yes_40_13_S8078"	1785950	1347574	0.25	97	0.996	"kept"	FALSE	0.29	"recurrence"	1785950	438376	1347574	0.245458159522943
"well_2896_DUKE_27_A_yes_40_15_S8080"	1869911	1416375	0.24	102	0.964	"kept"	FALSE	0.31	"recurrence"	1869911	453536	1416375	0.242544163866623
"well_2901_DUKE_27_D_yes_40_20_S8085"	1304349	991377	0.24	77	0.37	"removed"	FALSE	0.33	"recurrence"	1304349	312972	991377	0.239944984049514
"well_2908_DUKE_27_A_yes_40_27_S8092"	2223816	1652702	0.26	120	0.895	"kept"	FALSE	0.3	"recurrence"	2223816	571114	1652702	0.256817110768157
"well_2914_DUKE_27_A_yes_40_33_S8098"	138937	113416	0.18	7	0.9	"kept"	FALSE	0.38	"recurrence"	138937	25521	113416	0.183687570625535
"well_2915_DUKE_27_A_yes_40_34_S8099"	2558253	2042119	0.2	150	0.985	"kept"	FALSE	0.15	"recurrence"	2558253	516134	2042119	0.201752524085773
"well_2925_DUKE_27_D_yes_40_44_S8109"	885072	727663	0.18	55	0.315	"removed"	TRUE	0.04	"recurrence"	885072	157409	727663	0.17784880778061
"well_2929_DUKE_27_A_yes_40_48_S8113"	1475735	1154890	0.22	84	0.998	"kept"	FALSE	0.27	"recurrence"	1475735	320845	1154890	0.21741369554832
"well_2938_DUKE_27_D_yes_40_57_S8122"	720948	574691	0.2	43	0.619	"removed"	TRUE	0.02	"recurrence"	720948	146257	574691	0.202867613198178
"well_294_DUKE_27_D_yes_4_5_S5478"	773852	585196	0.24	44	0.461	"removed"	FALSE	0.68	"recurrence"	773852	188656	585196	0.243788217902131
"well_2942_DUKE_27_D_yes_40_61_S8126"	1681325	1305888	0.22	98	0.69	"removed"	TRUE	0.02	"recurrence"	1681325	375437	1305888	0.223298291526029
"well_3028_DUKE_27_D_yes_42_3_S8212"	595476	455429	0.24	34	0.032	"removed"	TRUE	0	"recurrence"	595476	140047	455429	0.235184961274678
"well_3029_DUKE_27_D_yes_42_4_S8213"	1791881	1357972	0.24	102	0.743	"removed"	TRUE	0.02	"recurrence"	1791881	433909	1357972	0.242152799209323
"well_303_DUKE_27_A_yes_4_14_S5487"	1914839	1499362	0.22	102	0.941	"kept"	FALSE	0.51	"recurrence"	1914839	415477	1499362	0.216977510903005
"well_3038_DUKE_27_A_yes_42_13_S8222"	1505259	1145669	0.24	77	0.976	"kept"	FALSE	0.3	"recurrence"	1505259	359590	1145669	0.238889121407014
"well_3039_DUKE_27_A_yes_42_14_S8223"	2096717	1540019	0.27	109	0.993	"kept"	FALSE	0.3	"recurrence"	2096717	556698	1540019	0.265509365355458
"well_304_DUKE_27_A_yes_4_15_S5488"	1023292	850979	0.17	62	0.992	"kept"	FALSE	0.28	"recurrence"	1023292	172313	850979	0.168390840542094
"well_3040_DUKE_27_A_yes_42_15_S8224"	1999947	1478838	0.26	104	0.995	"kept"	FALSE	0.29	"recurrence"	1999947	521109	1478838	0.260561404877229
"well_3042_DUKE_27_A_yes_42_17_S8226"	2269247	1733803	0.24	127	0.663	"removed"	FALSE	0.37	"recurrence"	2269247	535444	1733803	0.235956685191167
"well_3044_DUKE_27_D_yes_42_19_S8228"	1510065	1126167	0.25	83	0.254	"removed"	FALSE	0.08	"recurrence"	1510065	383898	1126167	0.254226142583266
"well_3052_DUKE_27_A_yes_42_27_S8236"	2773108	2013077	0.27	146	0.995	"kept"	FALSE	0.29	"recurrence"	2773108	760031	2013077	0.274071907765583
"well_3058_DUKE_27_A_yes_42_33_S8242"	2000025	1558963	0.22	115	0.974	"kept"	FALSE	0.33	"recurrence"	2000025	441062	1558963	0.220528243396958
"well_3059_DUKE_27_A_yes_42_34_S8243"	2179274	1667404	0.23	121	0.885	"kept"	FALSE	0.35	"recurrence"	2179274	511870	1667404	0.234880974122575
"well_3062_DUKE_27_D_yes_42_37_S8246"	1743464	1315872	0.25	99	0.351	"removed"	FALSE	0.13	"recurrence"	1743464	427592	1315872	0.245254275396567
"well_3063_DUKE_27_D_yes_42_38_S8247"	1606536	1206961	0.25	91	0.842	"kept"	TRUE	0.01	"recurrence"	1606536	399575	1206961	0.248718360497368
"well_3069_DUKE_27_D_yes_42_44_S8253"	1522563	1172670	0.23	88	0.849	"kept"	TRUE	0.01	"recurrence"	1522563	349893	1172670	0.229805269141572
"well_3077_DUKE_27_A_yes_42_52_S8261"	2603494	1959535	0.25	143	0.997	"kept"	FALSE	0.28	"recurrence"	2603494	643959	1959535	0.247344145982284
"well_3078_DUKE_27_A_yes_42_53_S8262"	2210806	1623699	0.27	116	0.979	"kept"	FALSE	0.3	"recurrence"	2210806	587107	1623699	0.265562423839993
"well_3083_DUKE_27_D_yes_42_58_S8267"	1636706	1227009	0.25	89	0.789	"removed"	FALSE	0.3	"recurrence"	1636706	409697	1227009	0.250318016797152
"well_3087_DUKE_27_D_yes_42_62_S8271"	1605133	1213945	0.24	91	0.74	"removed"	TRUE	0.02	"recurrence"	1605133	391188	1213945	0.243710645784493
"well_3094_DUKE_27_A_yes_42_69_S8278"	1401930	1061886	0.24	77	0.567	"removed"	FALSE	0.25	"recurrence"	1401930	340044	1061886	0.242554193148017
"well_3106_DUKE_27_A_yes_43_9_S8290"	1672344	1312653	0.22	94	0.998	"kept"	FALSE	0.28	"recurrence"	1672344	359691	1312653	0.215081944863019
"well_311_DUKE_27_D_yes_4_22_S5495"	1619206	1252710	0.23	95	0.354	"removed"	TRUE	0.04	"recurrence"	1619206	366496	1252710	0.226343034796067
"well_3118_DUKE_27_D_yes_43_21_S8302"	928664	753784	0.19	57	0.658	"removed"	TRUE	0.01	"recurrence"	928664	174880	753784	0.188313534281505
"well_3119_DUKE_27_D_yes_43_22_S8303"	687619	544652	0.21	38	0.597	"removed"	FALSE	0.69	"recurrence"	687619	142967	544652	0.207916011628533
"well_3122_DUKE_27_D_yes_43_25_S8306"	1168184	928252	0.21	70	0.706	"removed"	TRUE	0.01	"recurrence"	1168184	239932	928252	0.205388877094704
"well_3125_DUKE_27_A_yes_43_28_S8309"	1051728	861759	0.18	63	0.992	"kept"	FALSE	0.29	"recurrence"	1051728	189969	861759	0.180625599014194
"well_3127_DUKE_27_A_yes_43_30_S8311"	1041763	824544	0.21	60	0.996	"kept"	FALSE	0.28	"recurrence"	1041763	217219	824544	0.208510956906705
"well_3131_DUKE_27_A_yes_43_34_S8315"	1382193	1106837	0.2	80	0.973	"kept"	FALSE	0.28	"recurrence"	1382193	275356	1106837	0.199216751929723
"well_3138_DUKE_27_D_yes_43_41_S8322"	1622751	1290849	0.2	97	0.677	"removed"	TRUE	0.02	"recurrence"	1622751	331902	1290849	0.204530454764779
"well_314_DUKE_27_D_yes_4_25_S5498"	1438471	1099541	0.24	80	0.359	"removed"	FALSE	0.46	"recurrence"	1438471	338930	1099541	0.235618236307857
"well_3143_DUKE_27_A_yes_43_46_S8327"	1289726	1048863	0.19	77	0.998	"kept"	FALSE	0.29	"recurrence"	1289726	240863	1048863	0.186755171253429
"well_3148_DUKE_27_A_yes_43_51_S8332"	1765302	1351833	0.23	95	0.948	"kept"	FALSE	0.29	"recurrence"	1765302	413469	1351833	0.23421998049059
"well_3152_DUKE_27_D_yes_43_55_S8336"	1233759	956984	0.22	73	0.819	"kept"	TRUE	0.01	"recurrence"	1233759	276775	956984	0.224334736362612
"well_3166_DUKE_27_A_yes_43_69_S8350"	615719	478612	0.22	32	0.985	"kept"	FALSE	0.28	"recurrence"	615719	137107	478612	0.222677877408363
"well_3167_DUKE_27_A_yes_43_70_S8351"	961899	753018	0.22	54	0.861	"kept"	FALSE	0.32	"recurrence"	961899	208881	753018	0.217154815630331
"well_318_DUKE_27_A_yes_4_29_S5502"	1882738	1473107	0.22	107	0.978	"kept"	FALSE	0.3	"recurrence"	1882738	409631	1473107	0.217571961685588
"well_3183_DUKE_27_A_yes_44_14_S8367"	2294617	1766991	0.23	128	0.991	"kept"	FALSE	0.29	"recurrence"	2294617	527626	1766991	0.229940770071868
"well_3188_DUKE_27_D_yes_44_19_S8372"	606476	449486	0.26	31	0.245	"removed"	FALSE	0.08	"recurrence"	606476	156990	449486	0.258856080042739
"well_321_DUKE_27_A_yes_4_32_S5505"	1452476	1159956	0.2	85	0.996	"kept"	FALSE	0.3	"recurrence"	1452476	292520	1159956	0.201394033360964
"well_3218_DUKE_27_A_yes_44_49_S8402"	245542	215341	0.12	16	0.987	"kept"	FALSE	0.43	"recurrence"	245542	30201	215341	0.122997287633073
"well_3220_DUKE_27_A_yes_44_51_S8404"	1609899	1286991	0.2	93	0.995	"kept"	FALSE	0.28	"recurrence"	1609899	322908	1286991	0.200576557908291
"well_3228_DUKE_27_D_yes_44_59_S8412"	1588138	1208229	0.24	90	0.758	"removed"	TRUE	0.01	"recurrence"	1588138	379909	1208229	0.239216617195735
"well_323_DUKE_27_A_yes_4_34_S5507"	1408210	1107726	0.21	81	0.985	"kept"	FALSE	0.29	"recurrence"	1408210	300484	1107726	0.213380106660228
"well_3230_DUKE_27_D_yes_44_61_S8414"	1554288	1151250	0.26	86	0.418	"removed"	TRUE	0.03	"recurrence"	1554288	403038	1151250	0.259307155430654
"well_3233_DUKE_27_A_yes_44_64_S8417"	1132556	920877	0.19	67	0.997	"kept"	FALSE	0.29	"recurrence"	1132556	211679	920877	0.186903782241231
"well_3243_DUKE_27_A_yes_45_2_S8427"	2000109	1524739	0.24	113	0.255	"removed"	FALSE	0.19	"recurrence"	2000109	475370	1524739	0.237672046873445
"well_3254_DUKE_27_A_yes_45_13_S8438"	2383496	1808561	0.24	132	0.959	"kept"	FALSE	0.29	"recurrence"	2383496	574935	1808561	0.24121500518566
"well_3255_DUKE_27_A_yes_45_14_S8439"	2946045	2255087	0.23	165	0.988	"kept"	FALSE	0.29	"recurrence"	2946045	690958	2255087	0.23453749009265
"well_3257_DUKE_27_A_yes_45_16_S8441"	2115691	1608830	0.24	116	0.997	"kept"	FALSE	0.28	"recurrence"	2115691	506861	1608830	0.239572319398249
"well_326_DUKE_27_D_yes_4_37_S5510"	1520575	1168700	0.23	88	0.37	"removed"	TRUE	0.02	"recurrence"	1520575	351875	1168700	0.231409170872861
"well_3272_DUKE_27_A_yes_45_31_S8456"	1429006	1123338	0.21	82	0.997	"kept"	FALSE	0.29	"recurrence"	1429006	305668	1123338	0.213902530850115
"well_3275_DUKE_27_A_yes_45_34_S8459"	2451331	1918286	0.22	138	0.84	"kept"	FALSE	0.44	"recurrence"	2451331	533045	1918286	0.217451254033013
"well_3277_DUKE_27_A_yes_45_36_S8461"	1861280	1420832	0.24	106	0.719	"removed"	TRUE	0.02	"recurrence"	1861280	440448	1420832	0.236637152927018
"well_3278_DUKE_27_A_yes_45_37_S8462"	2214021	1684309	0.24	122	0.997	"kept"	FALSE	0.3	"recurrence"	2214021	529712	1684309	0.239253376548822
"well_3282_DUKE_27_A_yes_45_41_S8466"	2458730	1840313	0.25	133	0.993	"kept"	FALSE	0.29	"recurrence"	2458730	618417	1840313	0.251518873564808
"well_3285_DUKE_27_A_yes_45_44_S8469"	1852408	1421672	0.23	103	0.983	"kept"	FALSE	0.29	"recurrence"	1852408	430736	1421672	0.232527607308973
"well_3289_DUKE_27_A_yes_45_48_S8473"	2748066	2090383	0.24	151	0.999	"kept"	FALSE	0.29	"recurrence"	2748066	657683	2090383	0.239325765829496
"well_3305_DUKE_27_A_yes_45_64_S8489"	443100	341207	0.23	22	0.987	"kept"	FALSE	0.42	"recurrence"	443100	101893	341207	0.229954863461972
"well_3315_DUKE_27_A_yes_46_2_S8499"	2220955	1673728	0.25	121	0.994	"kept"	FALSE	0.29	"recurrence"	2220955	547227	1673728	0.246392655411749
"well_3316_DUKE_27_A_yes_46_3_S8500"	1514808	1134072	0.25	78	0.99	"kept"	FALSE	0.28	"recurrence"	1514808	380736	1134072	0.251342744427016
"well_3318_DUKE_27_A_yes_46_5_S8502"	1826549	1350398	0.26	97	0.997	"kept"	FALSE	0.28	"recurrence"	1826549	476151	1350398	0.260683398036406
"well_3319_DUKE_27_A_yes_46_6_S8503"	2102065	1557037	0.26	113	0.993	"kept"	FALSE	0.29	"recurrence"	2102065	545028	1557037	0.259282182044799
"well_3322_DUKE_27_A_yes_46_9_S8506"	2029323	1535470	0.24	111	0.995	"kept"	FALSE	0.29	"recurrence"	2029323	493853	1535470	0.24335849936161
"well_3323_DUKE_27_A_yes_46_10_S8507"	2054624	1525244	0.26	110	0.961	"kept"	FALSE	0.29	"recurrence"	2054624	529380	1525244	0.257652981762113
"well_3337_DUKE_27_A_yes_46_24_S8521"	2378728	1737599	0.27	125	0.994	"kept"	FALSE	0.31	"recurrence"	2378728	641129	1737599	0.26952598195338
"well_3343_DUKE_27_A_yes_46_30_S8527"	1842041	1389907	0.25	102	0.88	"kept"	FALSE	0.41	"recurrence"	1842041	452134	1389907	0.245452734222528
"well_3348_DUKE_27_A_yes_46_35_S8532"	1632774	1295525	0.21	88	0.355	"removed"	FALSE	0.1	"recurrence"	1632774	337249	1295525	0.206549712330059
"well_3350_DUKE_27_A_yes_46_37_S8534"	1905740	1462392	0.23	107	0.998	"kept"	FALSE	0.28	"recurrence"	1905740	443348	1462392	0.232638240263625
"well_3351_DUKE_27_A_yes_46_38_S8535"	1857660	1415597	0.24	103	0.997	"kept"	FALSE	0.29	"recurrence"	1857660	442063	1415597	0.237967658236706
"well_3360_DUKE_27_A_yes_46_47_S8544"	2108571	1622818	0.23	118	0.999	"kept"	FALSE	0.28	"recurrence"	2108571	485753	1622818	0.230370710779955
"well_3366_DUKE_27_A_yes_46_53_S8550"	2199364	1598339	0.27	118	0.994	"kept"	FALSE	0.29	"recurrence"	2199364	601025	1598339	0.273272182321799
"well_3373_DUKE_27_A_yes_46_60_S8557"	1468571	1062063	0.28	77	0.996	"kept"	FALSE	0.29	"recurrence"	1468571	406508	1062063	0.276805139145469
"well_3375_DUKE_27_A_yes_46_62_S8559"	1525750	1131771	0.26	81	0.889	"kept"	FALSE	0.32	"recurrence"	1525750	393979	1131771	0.258219891856464
"well_3380_DUKE_27_A_yes_46_67_S8564"	1720296	1230381	0.28	88	0.965	"kept"	FALSE	0.29	"recurrence"	1720296	489915	1230381	0.284785292763571
"well_3382_DUKE_27_A_yes_46_69_S8566"	1028659	781338	0.24	55	0.933	"kept"	FALSE	0.3	"recurrence"	1028659	247321	781338	0.240430502236407
"well_3389_DUKE_27_A_yes_47_4_S8573"	1307338	948801	0.27	68	0.395	"removed"	FALSE	0.62	"recurrence"	1307338	358537	948801	0.274249658466288
"well_3390_DUKE_27_A_yes_47_5_S8574"	1895144	1442254	0.24	103	0.99	"kept"	FALSE	0.29	"recurrence"	1895144	452890	1442254	0.238973924936575
"well_3392_DUKE_27_A_yes_47_7_S8576"	1371841	1096580	0.2	79	0.994	"kept"	FALSE	0.3	"recurrence"	1371841	275261	1096580	0.20065080428417
"well_3393_DUKE_27_A_yes_47_8_S8577"	2159327	1660375	0.23	119	0.998	"kept"	FALSE	0.29	"recurrence"	2159327	498952	1660375	0.23106829118517
"well_3395_DUKE_27_A_yes_47_10_S8579"	1791441	1317724	0.26	95	0.787	"removed"	FALSE	0.33	"recurrence"	1791441	473717	1317724	0.264433492367318
"well_3399_DUKE_27_A_yes_47_14_S8583"	2314644	1724791	0.25	124	0.979	"kept"	FALSE	0.3	"recurrence"	2314644	589853	1724791	0.254835300806517
"well_3401_DUKE_27_A_yes_47_16_S8585"	259497	206223	0.21	13	0.969	"kept"	FALSE	0.42	"recurrence"	259497	53274	206223	0.205297171065561
"well_3402_DUKE_27_A_yes_47_17_S8586"	1072436	819444	0.24	55	0.996	"kept"	FALSE	0.28	"recurrence"	1072436	252992	819444	0.235904053948208
"well_3412_DUKE_27_A_yes_47_27_S8596"	2318559	1714610	0.26	128	0.856	"kept"	FALSE	0.28	"recurrence"	2318559	603949	1714610	0.260484637225104
"well_3415_DUKE_27_A_yes_47_30_S8599"	1592124	1236263	0.22	91	0.995	"kept"	FALSE	0.28	"recurrence"	1592124	355861	1236263	0.223513369561667
"well_342_DUKE_27_A_yes_4_53_S5526"	1684978	1192575	0.29	86	0.996	"kept"	FALSE	0.28	"recurrence"	1684978	492403	1192575	0.2922311151837
"well_3421_DUKE_27_A_yes_47_36_S8605"	1652489	1314576	0.2	96	0.981	"kept"	FALSE	0.29	"recurrence"	1652489	337913	1314576	0.204487291594679
"well_3423_DUKE_27_A_yes_47_38_S8607"	1761895	1369186	0.22	99	0.996	"kept"	FALSE	0.3	"recurrence"	1761895	392709	1369186	0.222890126823676
"well_3425_DUKE_27_A_yes_47_40_S8609"	1603313	1250310	0.22	92	0.996	"kept"	FALSE	0.29	"recurrence"	1603313	353003	1250310	0.220170983457379
"well_3427_DUKE_27_A_yes_47_42_S8611"	1397990	1115631	0.2	81	0.989	"kept"	FALSE	0.29	"recurrence"	1397990	282359	1115631	0.201974978361791
"well_3431_DUKE_27_A_yes_47_46_S8615"	2079320	1616809	0.22	118	0.998	"kept"	FALSE	0.28	"recurrence"	2079320	462511	1616809	0.222433776426909
"well_3435_DUKE_27_A_yes_47_50_S8619"	1447473	1122177	0.22	81	0.767	"removed"	FALSE	0.4	"recurrence"	1447473	325296	1122177	0.224733725603172
"well_3436_DUKE_27_A_yes_47_51_S8620"	1376554	1007534	0.27	72	0.993	"kept"	FALSE	0.29	"recurrence"	1376554	369020	1007534	0.268075208092091
"well_3437_DUKE_27_A_yes_47_52_S8621"	1582384	1178794	0.26	85	0.997	"kept"	FALSE	0.28	"recurrence"	1582384	403590	1178794	0.25505187110082
