"sample"	"reads_total"	"reads_assigned_bins"	"percentage_duplicates"	"median_bin_count"	"filter_corr_value"	"filtered"	"is_normal"	"find_normal_cv"	"timepoint"	"total_reads"	"dups_removed"	"reads_kept"	"dups_percentage"
"SC89_NKI_12RE_R40C31yesS_A_W_A2_S8096"	964502	708872	0.27	48	0.985	"kept"	FALSE	0.39	"recurrence"	964502	255630	708872	0.265038330661834
"SC89_NKI_12RE_R40C32yesS_A_W_A2_S8097"	1954173	1470828	0.25	108	0.868	"kept"	TRUE	0.02	"recurrence"	1954173	483345	1470828	0.247339923333298
"SC89_NKI_12RE_R40C33yesS_A_W_A2_S8098"	1113532	747962	0.33	52	0.953	"kept"	FALSE	0.16	"recurrence"	1113532	365570	747962	0.328297704960432
"SC89_NKI_12RE_R40C38yesS_A_W_A1_S8103"	1611857	1108527	0.31	80	0.913	"kept"	TRUE	0.01	"recurrence"	1611857	503330	1108527	0.3122671552129
"SC89_NKI_12RE_R40C43yesS_A_W_A1_S8108"	937919	639591	0.32	43	0.962	"kept"	FALSE	0.37	"recurrence"	937919	298328	639591	0.318074375292536
"SC89_NKI_12RE_R40C51yesS_A_W_A2_S8116"	1806184	1241604	0.31	91	0.883	"kept"	TRUE	0.01	"recurrence"	1806184	564580	1241604	0.312581663883635
"SC89_NKI_12RE_R40C53yesS_A_W_A2_S8118"	1933673	1258939	0.35	93	0.714	"removed"	TRUE	0.01	"recurrence"	1933673	674734	1258939	0.348939039847999
"SC89_NKI_12RE_R40C55yesS_A_W_A1_S8120"	1258537	874849	0.3	59	0.946	"kept"	FALSE	0.36	"recurrence"	1258537	383688	874849	0.304868271651926
"SC89_NKI_12RE_R40C56yesS_A_W_A1_S8121"	867209	584435	0.33	42	1	"kept"	TRUE	0	"recurrence"	867209	282774	584435	0.326073645453403
"SC89_NKI_12RE_R40C57yesS_A_W_A1_S8122"	1100822	779402	0.29	52	0.815	"kept"	FALSE	0.39	"recurrence"	1100822	321420	779402	0.29198180995656
"SC89_NKI_12RE_R40C59yesS_A_W_A1_S8124"	2145893	1519276	0.29	103	0.953	"kept"	FALSE	0.35	"recurrence"	2145893	626617	1519276	0.292007569808933
"SC89_NKI_12RE_R41C20yesS_A_W_A1_S8157"	2799719	1973726	0.3	145	0.89	"kept"	TRUE	0.02	"recurrence"	2799719	825993	1973726	0.295027108077632
"SC89_NKI_12RE_R41C21yesS_A_W_A1_S8158"	2470054	1748164	0.29	128	0.57	"removed"	FALSE	0.17	"recurrence"	2470054	721890	1748164	0.292256768475507
"SC89_NKI_12RE_R41C23yesS_A_W_A1_S8160"	1735945	1113145	0.36	79	0.896	"kept"	TRUE	0.01	"recurrence"	1735945	622800	1113145	0.358767126838696
"SC89_NKI_12RE_R41C29yesS_A_W_A2_S8166"	972595	614143	0.37	45	0.718	"removed"	TRUE	0.05	"recurrence"	972595	358452	614143	0.368552172281371
"SC89_NKI_12RE_R41C31yesS_A_W_A2_S8168"	978356	779012	0.2	58	0.821	"kept"	TRUE	0.01	"recurrence"	978356	199344	779012	0.203754052717007
"SC89_NKI_12RE_R41C37yesS_A_W_A1_S8174"	742000	473416	0.36	31	0.978	"kept"	FALSE	0.4	"recurrence"	742000	268584	473416	0.361973045822102
"SC89_NKI_12RE_R41C39yesS_A_W_A1_S8176"	2162941	1428079	0.34	104	0.432	"removed"	TRUE	0.04	"recurrence"	2162941	734862	1428079	0.339751292337609
"SC89_NKI_12RE_R41C3yesS_A_W_A1_S8140"	1933668	1261368	0.35	91	0.991	"kept"	TRUE	0.06	"recurrence"	1933668	672300	1261368	0.347681194496677
"SC89_NKI_12RE_R41C47yesS_A_W_A2_S8184"	1406935	963221	0.32	71	0.768	"removed"	TRUE	0.02	"recurrence"	1406935	443714	963221	0.31537633223994
"SC89_NKI_12RE_R41C50yesS_A_W_A2_S8187"	1668544	1107849	0.34	80	1	"kept"	TRUE	0	"recurrence"	1668544	560695	1107849	0.336038486249089
"SC89_NKI_12RE_R41C56yesS_A_W_A1_S8193"	1576324	1021822	0.35	68	0.941	"kept"	FALSE	0.37	"recurrence"	1576324	554502	1021822	0.351769052555185
"SC89_NKI_12RE_R41C57yesS_A_W_A1_S8194"	1316909	875709	0.34	59	0.986	"kept"	FALSE	0.38	"recurrence"	1316909	441200	875709	0.335026945673543
"SC89_NKI_12RE_R41C58yesS_A_W_A1_S8195"	1104029	721765	0.35	52	0.793	"removed"	TRUE	0.02	"recurrence"	1104029	382264	721765	0.346244527997
"SC89_NKI_12RE_R41C59yesS_A_W_A1_S8196"	1896388	1254201	0.34	87	0.934	"kept"	FALSE	0.18	"recurrence"	1896388	642187	1254201	0.338636924511229
"SC89_NKI_12RE_R41C61yesS_A_W_A1_S8198"	1185229	771280	0.35	54	0.383	"removed"	TRUE	0.08	"recurrence"	1185229	413949	771280	0.349256557171652
"SC89_NKI_12RE_R41C66yesS_A_W_A2_S8203"	756089	477187	0.37	34	0.911	"kept"	TRUE	0.01	"recurrence"	756089	278902	477187	0.36887456370877
"SC89_NKI_12RE_R42C12yesS_A_W_A2_S8221"	828931	535642	0.35	38	0.811	"kept"	TRUE	0.02	"recurrence"	828931	293289	535642	0.353815938841713
"SC89_NKI_12RE_R42C18yesS_A_W_A1_S8227"	1708654	1124738	0.34	81	0.626	"removed"	TRUE	0.02	"recurrence"	1708654	583916	1124738	0.3417403406424
"SC89_NKI_12RE_R42C19yesS_A_W_A1_S8228"	1468534	954195	0.35	63	0.978	"kept"	FALSE	0.38	"recurrence"	1468534	514339	954195	0.350239762920028
"SC89_NKI_12RE_R42C1yesS_A_W_A1_S8210"	832321	538765	0.35	35	0.971	"kept"	FALSE	0.38	"recurrence"	832321	293556	538765	0.352695654681307
"SC89_NKI_12RE_R42C22yesS_A_W_A1_S8231"	1580954	1034942	0.35	67	0.937	"kept"	FALSE	0.42	"recurrence"	1580954	546012	1034942	0.345368682453759
"SC89_NKI_12RE_R42C24yesS_A_W_A1_S8233"	2496111	1567042	0.37	113	0.86	"kept"	TRUE	0.02	"recurrence"	2496111	929069	1567042	0.372206604594107
"SC89_NKI_12RE_R42C25yesS_A_W_A1_S8234"	1912572	1226596	0.36	83	0.953	"kept"	FALSE	0.21	"recurrence"	1912572	685976	1226596	0.358666758689346
"SC89_NKI_12RE_R42C26yesS_A_W_A1_S8235"	1894126	1264633	0.33	87	0.636	"removed"	FALSE	0.19	"recurrence"	1894126	629493	1264633	0.332339559247906
"SC89_NKI_12RE_R42C27yesS_A_W_A2_S8236"	1055517	698824	0.34	43	0.982	"kept"	FALSE	0.36	"recurrence"	1055517	356693	698824	0.337932027622483
"SC89_NKI_12RE_R42C42yesS_A_W_A1_S8251"	2060201	1451822	0.3	106	0.375	"removed"	TRUE	0.06	"recurrence"	2060201	608379	1451822	0.295300798320164
"SC89_NKI_12RE_R42C43yesS_A_W_A1_S8252"	1439322	933046	0.35	63	0.98	"kept"	FALSE	0.38	"recurrence"	1439322	506276	933046	0.351746169376971
"SC89_NKI_12RE_R42C47yesS_A_W_A2_S8256"	884012	589013	0.33	39	0.984	"kept"	FALSE	0.4	"recurrence"	884012	294999	589013	0.33370474608942
"SC89_NKI_12RE_R42C4yesS_A_W_A1_S8213"	700026	423748	0.39	30	0.528	"removed"	TRUE	0.03	"recurrence"	700026	276278	423748	0.394668198038359
"SC89_NKI_12RE_R42C50yesS_A_W_A2_S8259"	701407	444727	0.37	29	0.964	"kept"	FALSE	0.39	"recurrence"	701407	256680	444727	0.365950154475219
"SC89_NKI_12RE_R42C54yesS_A_W_A1_S8263"	1146017	737861	0.36	50	0.985	"kept"	FALSE	0.36	"recurrence"	1146017	408156	737861	0.356151784833907
"SC89_NKI_12RE_R42C57yesS_A_W_A1_S8266"	364779	228425	0.37	16	0.712	"removed"	TRUE	0.03	"recurrence"	364779	136354	228425	0.37379893031123
"SC89_NKI_12RE_R42C5yesS_A_W_A1_S8214"	2021639	1327149	0.34	97	0.851	"kept"	TRUE	0.01	"recurrence"	2021639	694490	1327149	0.343528196676063
"SC89_NKI_12RE_R42C60yesS_A_W_A1_S8269"	1557658	982779	0.37	72	0.75	"removed"	TRUE	0.01	"recurrence"	1557658	574879	982779	0.369066252027082
"SC89_NKI_12RE_R42C7yesS_A_W_A1_S8216"	945033	597906	0.37	41	1	"kept"	TRUE	0.01	"recurrence"	945033	347127	597906	0.367317331775716
"SC89_NKI_12RE_R43C14yesS_A_W_A2_S8295"	734020	530144	0.28	37	1	"kept"	TRUE	0.01	"recurrence"	734020	203876	530144	0.277752649791559
"SC89_NKI_12RE_R43C21yesS_A_W_A1_S8302"	1156000	838979	0.27	57	0.99	"kept"	FALSE	0.39	"recurrence"	1156000	317021	838979	0.274239619377163
"SC89_NKI_12RE_R43C28yesS_A_W_A2_S8309"	1564047	1163963	0.26	84	0.873	"kept"	TRUE	0.02	"recurrence"	1564047	400084	1163963	0.255800497043887
"SC89_NKI_12RE_R43C32yesS_A_W_A2_S8313"	417488	297920	0.29	20	0.945	"kept"	FALSE	0.4	"recurrence"	417488	119568	297920	0.28639865097919
"SC89_NKI_12RE_R43C45yesS_A_W_A2_S8326"	306487	219740	0.28	14	0.907	"kept"	FALSE	0.48	"recurrence"	306487	86747	219740	0.283036474630245
"SC89_NKI_12RE_R43C47yesS_A_W_A2_S8328"	134910	114220	0.15	8	0.574	"removed"	TRUE	0.06	"recurrence"	134910	20690	114220	0.153361500259432
"SC89_NKI_12RE_R43C52yesS_A_W_A2_S8333"	348483	279224	0.2	20	1	"kept"	TRUE	0	"recurrence"	348483	69259	279224	0.198744271600049
"SC89_NKI_12RE_R43C54yesS_A_W_A1_S8335"	659145	484148	0.27	35	1	"kept"	TRUE	0	"recurrence"	659145	174997	484148	0.265490901091566
"SC89_NKI_12RE_R43C61yesS_A_W_A1_S8342"	356658	276874	0.22	18	0.969	"kept"	FALSE	0.37	"recurrence"	356658	79784	276874	0.223698893617976
"SC89_NKI_12RE_R43C66yesS_A_W_A2_S8347"	450980	321203	0.29	21	0.957	"kept"	FALSE	0.41	"recurrence"	450980	129777	321203	0.28776664153621
"SC89_NKI_12RE_R43C68yesS_A_W_A2_S8349"	370791	255345	0.31	14	0.907	"kept"	FALSE	0.45	"recurrence"	370791	115446	255345	0.311350599124574
"SC89_NKI_12RE_R43C71yesS_A_W_A2_S8352"	499500	350235	0.3	24	0.757	"removed"	FALSE	0.1	"recurrence"	499500	149265	350235	0.298828828828829
"SC89_NKI_12RE_R44C0yesS_A_W_A1_S8353"	1274457	915027	0.28	61	0.986	"kept"	FALSE	0.37	"recurrence"	1274457	359430	915027	0.28202599224611
"SC89_NKI_12RE_R44C16yesS_A_W_A2_S8369"	1400453	966547	0.31	66	0.986	"kept"	FALSE	0.36	"recurrence"	1400453	433906	966547	0.30983260416451
"SC89_NKI_12RE_R44C20yesS_A_W_A1_S8373"	687005	464318	0.32	33	0.458	"removed"	TRUE	0.03	"recurrence"	687005	222687	464318	0.324141745693263
"SC89_NKI_12RE_R44C24yesS_A_W_A1_S8377"	1849549	1205462	0.35	88	0.733	"removed"	TRUE	0.02	"recurrence"	1849549	644087	1205462	0.348240030407413
"SC89_NKI_12RE_R44C2yesS_A_W_A1_S8355"	1329357	860043	0.35	57	0.987	"kept"	FALSE	0.38	"recurrence"	1329357	469314	860043	0.353038348615158
"SC89_NKI_12RE_R44C31yesS_A_W_A2_S8384"	967246	703463	0.27	49	0.911	"kept"	FALSE	0.13	"recurrence"	967246	263783	703463	0.272715524282344
"SC89_NKI_12RE_R44C32yesS_A_W_A2_S8385"	2655714	1954932	0.26	144	0.5	"removed"	TRUE	0.02	"recurrence"	2655714	700782	1954932	0.263877059050786
"SC89_NKI_12RE_R44C34yesS_A_W_A2_S8387"	988322	660337	0.33	47	0.732	"removed"	TRUE	0.02	"recurrence"	988322	327985	660337	0.331860466528115
"SC89_NKI_12RE_R44C36yesS_A_W_A1_S8389"	768309	536614	0.3	39	0.828	"kept"	TRUE	0.02	"recurrence"	768309	231695	536614	0.301564865177943
"SC89_NKI_12RE_R44C41yesS_A_W_A1_S8394"	1149167	764464	0.33	55	0.648	"removed"	TRUE	0.02	"recurrence"	1149167	384703	764464	0.334766835455595
"SC89_NKI_12RE_R44C44yesS_A_W_A1_S8397"	1126232	814349	0.28	59	0.752	"removed"	TRUE	0.01	"recurrence"	1126232	311883	814349	0.276926068518742
"SC89_NKI_12RE_R44C49yesS_A_W_A2_S8402"	333266	273583	0.18	18	0.977	"kept"	FALSE	0.36	"recurrence"	333266	59683	273583	0.179085175205391
"SC89_NKI_12RE_R44C4yesS_A_W_A1_S8357"	1687413	1096331	0.35	80	0.803	"kept"	TRUE	0.01	"recurrence"	1687413	591082	1096331	0.350288874152327
"SC89_NKI_12RE_R44C54yesS_A_W_A1_S8407"	572396	375374	0.34	26	0.383	"removed"	FALSE	0.19	"recurrence"	572396	197022	375374	0.344205759648914
"SC89_NKI_12RE_R44C5yesS_A_W_A1_S8358"	936927	642483	0.31	44	0.964	"kept"	FALSE	0.36	"recurrence"	936927	294444	642483	0.314265679183117
"SC89_NKI_12RE_R44C60yesS_A_W_A1_S8413"	398700	267325	0.33	18	1	"kept"	TRUE	0.01	"recurrence"	398700	131375	267325	0.329508402307499
"SC89_NKI_12RE_R44C69yesS_A_W_A2_S8422"	571692	364765	0.36	24	0.934	"kept"	FALSE	0.39	"recurrence"	571692	206927	364765	0.361955388565871
"SC89_NKI_12RE_R44C70yesS_A_W_A2_S8423"	768339	514528	0.33	36	0.693	"removed"	TRUE	0.04	"recurrence"	768339	253811	514528	0.330337259985501
"SC89_NKI_12RE_R44C7yesS_A_W_A1_S8360"	1474675	978441	0.34	65	0.985	"kept"	FALSE	0.37	"recurrence"	1474675	496234	978441	0.336503975452218
"SC89_NKI_12RE_R45C18yesS_A_W_B1_S8443"	330506	281736	0.15	21	0.776	"removed"	TRUE	0.02	"recurrence"	330506	48770	281736	0.14756161764083
"SC89_NKI_12RE_R45C25yesS_A_W_B1_S8450"	2436994	1615408	0.34	119	0.932	"kept"	TRUE	0.01	"recurrence"	2436994	821586	1615408	0.33713090799567
"SC89_NKI_12RE_R45C26yesS_A_W_B1_S8451"	1499224	1016155	0.32	73	0.448	"removed"	TRUE	0.04	"recurrence"	1499224	483069	1016155	0.322212691365666
"SC89_NKI_12RE_R45C28yesS_A_W_B2_S8453"	2058174	1445578	0.3	104	0.725	"removed"	TRUE	0.01	"recurrence"	2058174	612596	1445578	0.297640529906607
"SC89_NKI_12RE_R45C29yesS_A_W_B2_S8454"	1640851	1043126	0.36	70	0.988	"kept"	FALSE	0.38	"recurrence"	1640851	597725	1043126	0.364277438963075
"SC89_NKI_12RE_R45C2yesS_A_W_B1_S8427"	2527245	1640938	0.35	121	0.545	"removed"	FALSE	0.11	"recurrence"	2527245	886307	1640938	0.35070086200586
"SC89_NKI_12RE_R45C30yesS_A_W_B2_S8455"	2475459	1688969	0.32	124	0.831	"kept"	TRUE	0.02	"recurrence"	2475459	786490	1688969	0.317714815717004
"SC89_NKI_12RE_R45C34yesS_A_W_B2_S8459"	575972	353633	0.39	26	0.376	"removed"	FALSE	0.19	"recurrence"	575972	222339	353633	0.386023973387595
"SC89_NKI_12RE_R45C35yesS_A_W_B2_S8460"	1321232	930228	0.3	67	0.895	"kept"	TRUE	0.01	"recurrence"	1321232	391004	930228	0.295938941836104
"SC89_NKI_12RE_R45C36yesS_A_W_B1_S8461"	1132124	723971	0.36	52	0.8	"removed"	TRUE	0.01	"recurrence"	1132124	408153	723971	0.360519695722377
"SC89_NKI_12RE_R45C50yesS_A_W_B2_S8475"	1786687	1151859	0.36	83	0.613	"removed"	TRUE	0.01	"recurrence"	1786687	634828	1151859	0.355310135463011
"SC89_NKI_12RE_R45C53yesS_A_W_B2_S8478"	1833086	1097166	0.4	79	0.853	"kept"	TRUE	0.02	"recurrence"	1833086	735920	1097166	0.401465070378586
"SC89_NKI_12RE_R45C59yesS_A_W_B1_S8484"	823067	510832	0.38	34	0.976	"kept"	FALSE	0.37	"recurrence"	823067	312235	510832	0.379355508117808
"SC89_NKI_12RE_R45C61yesS_A_W_B1_S8486"	1524474	960433	0.37	68	0.49	"removed"	TRUE	0.04	"recurrence"	1524474	564041	960433	0.369990567238274
"SC89_NKI_12RE_R45C62yesS_A_W_B1_S8487"	648250	408167	0.37	29	0.522	"removed"	TRUE	0.07	"recurrence"	648250	240083	408167	0.370355572695719
"SC89_NKI_12RE_R45C70yesS_A_W_B2_S8495"	324971	209612	0.35	14	0.735	"removed"	TRUE	0.03	"recurrence"	324971	115359	209612	0.354982444587363
"SC89_NKI_12RE_R46C15yesS_A_W_B2_S8512"	2592719	1721781	0.34	126	0.864	"kept"	TRUE	0.01	"recurrence"	2592719	870938	1721781	0.335916850225574
"SC89_NKI_12RE_R46C16yesS_A_W_B2_S8513"	1169035	751101	0.36	54	0.579	"removed"	TRUE	0.02	"recurrence"	1169035	417934	751101	0.357503410932949
"SC89_NKI_12RE_R46C23yesS_A_W_B1_S8520"	1378437	861109	0.38	62	0.83	"kept"	TRUE	0.02	"recurrence"	1378437	517328	861109	0.375300430850304
"SC89_NKI_12RE_R46C2yesS_A_W_B1_S8499"	599112	374421	0.38	26	0.808	"kept"	TRUE	0.02	"recurrence"	599112	224691	374421	0.375040059287746
"SC89_NKI_12RE_R46C34yesS_A_W_B2_S8531"	1751210	1111721	0.37	80	0.739	"removed"	TRUE	0.02	"recurrence"	1751210	639489	1111721	0.365169796883298
"SC89_NKI_12RE_R46C35yesS_A_W_B2_S8532"	1449387	1024465	0.29	74	0.996	"kept"	FALSE	0.1	"recurrence"	1449387	424922	1024465	0.293173596837836
"SC89_NKI_12RE_R46C37yesS_A_W_B1_S8534"	1378457	918662	0.33	61	0.958	"kept"	FALSE	0.39	"recurrence"	1378457	459795	918662	0.333557738834073
"SC89_NKI_12RE_R46C3yesS_A_W_B1_S8500"	2409847	1561011	0.35	116	0.412	"removed"	TRUE	0.04	"recurrence"	2409847	848836	1561011	0.352236469784181
"SC89_NKI_12RE_R46C47yesS_A_W_B2_S8544"	1104229	698190	0.37	46	0.972	"kept"	FALSE	0.36	"recurrence"	1104229	406039	698190	0.367712675541034
"SC89_NKI_12RE_R46C48yesS_A_W_B2_S8545"	1484620	943826	0.36	69	0.576	"removed"	TRUE	0.02	"recurrence"	1484620	540794	943826	0.364264256173297
"SC89_NKI_12RE_R46C49yesS_A_W_B2_S8546"	252852	213813	0.15	14	0.798	"removed"	FALSE	0.55	"recurrence"	252852	39039	213813	0.154394665654217
"SC89_NKI_12RE_R46C52yesS_A_W_B2_S8549"	890851	531650	0.4	36	0.975	"kept"	FALSE	0.38	"recurrence"	890851	359201	531650	0.403211086926995
"SC89_NKI_12RE_R46C56yesS_A_W_B1_S8553"	1204215	738416	0.39	49	0.944	"kept"	FALSE	0.39	"recurrence"	1204215	465799	738416	0.386807173137687
"SC89_NKI_12RE_R46C60yesS_A_W_B1_S8557"	1293503	794542	0.39	57	0.404	"removed"	TRUE	0.02	"recurrence"	1293503	498961	794542	0.385743983585658
"SC89_NKI_12RE_R46C65yesS_A_W_B2_S8562"	606969	362887	0.4	24	0.567	"removed"	FALSE	0.13	"recurrence"	606969	244082	362887	0.402132563607038
"SC89_NKI_12RE_R46C66yesS_A_W_B2_S8563"	1431054	883069	0.38	63	0.58	"removed"	TRUE	0.03	"recurrence"	1431054	547985	883069	0.382924054577954
"SC89_NKI_12RE_R46C6yesS_A_W_B1_S8503"	844218	515634	0.39	37	0.821	"kept"	TRUE	0.02	"recurrence"	844218	328584	515634	0.389217003191119
"SC89_NKI_12RE_R46C71yesS_A_W_B2_S8568"	782276	478016	0.39	32	0.981	"kept"	FALSE	0.38	"recurrence"	782276	304260	478016	0.388942010236796
"SC89_NKI_12RE_R47C10yesS_A_W_B2_S8579"	658778	407688	0.38	27	0.531	"removed"	FALSE	0.54	"recurrence"	658778	251090	407688	0.381145089848173
"SC89_NKI_12RE_R47C15yesS_A_W_B2_S8584"	1462347	922234	0.37	62	0.987	"kept"	FALSE	0.39	"recurrence"	1462347	540113	922234	0.369346673532342
"SC89_NKI_12RE_R47C1yesS_A_W_B1_S8570"	1321849	887030	0.33	59	0.985	"kept"	FALSE	0.37	"recurrence"	1321849	434819	887030	0.328947557550068
"SC89_NKI_12RE_R47C22yesS_A_W_B1_S8591"	1510205	1034061	0.32	69	0.98	"kept"	FALSE	0.37	"recurrence"	1510205	476144	1034061	0.315284348813572
"SC89_NKI_12RE_R47C23yesS_A_W_B1_S8592"	2057668	1320043	0.36	89	0.979	"kept"	FALSE	0.37	"recurrence"	2057668	737625	1320043	0.358476197326294
"SC89_NKI_12RE_R47C28yesS_A_W_B2_S8597"	1364490	909320	0.33	60	0.967	"kept"	FALSE	0.36	"recurrence"	1364490	455170	909320	0.333582510681647
"SC89_NKI_12RE_R47C29yesS_A_W_B2_S8598"	1167483	732061	0.37	50	0.737	"removed"	TRUE	0.03	"recurrence"	1167483	435422	732061	0.372957893177031
"SC89_NKI_12RE_R47C35yesS_A_W_B2_S8604"	541464	379150	0.3	25	0.826	"kept"	FALSE	0.45	"recurrence"	541464	162314	379150	0.299768775024748
"SC89_NKI_12RE_R47C40yesS_A_W_B1_S8609"	1255736	778851	0.38	53	0.704	"removed"	TRUE	0.02	"recurrence"	1255736	476885	778851	0.379765332840661
"SC89_NKI_12RE_R47C42yesS_A_W_B1_S8611"	1165047	773989	0.34	55	0.804	"kept"	TRUE	0.01	"recurrence"	1165047	391058	773989	0.335658561414261
"SC89_NKI_12RE_R47C45yesS_A_W_B2_S8614"	1012857	653556	0.35	43	0.98	"kept"	FALSE	0.39	"recurrence"	1012857	359301	653556	0.354740106451355
"SC89_NKI_12RE_R47C49yesS_A_W_B2_S8618"	1295787	845966	0.35	59	0.551	"removed"	FALSE	0.24	"recurrence"	1295787	449821	845966	0.347141158230481
"SC89_NKI_12RE_R47C4yesS_A_W_B1_S8573"	1404509	886894	0.37	59	0.986	"kept"	FALSE	0.38	"recurrence"	1404509	517615	886894	0.368538044256035
"SC89_NKI_12RE_R47C54yesS_A_W_B1_S8623"	507088	325588	0.36	22	0.911	"kept"	TRUE	0.02	"recurrence"	507088	181500	325588	0.357926040450573
"SC89_NKI_12RE_R47C5yesS_A_W_B1_S8574"	1320976	844645	0.36	56	0.986	"kept"	FALSE	0.38	"recurrence"	1320976	476331	844645	0.360590199973353
"SC89_NKI_12RE_R47C9yesS_A_W_B2_S8578"	873755	598990	0.31	42	1	"kept"	TRUE	0.01	"recurrence"	873755	274765	598990	0.31446458103244
"SC89_NKI_12RE_R48C10yesS_A_W_B2_S8651"	1501008	942758	0.37	61	0.985	"kept"	FALSE	0.39	"recurrence"	1501008	558250	942758	0.371916738618315
"SC89_NKI_12RE_R48C16yesS_A_W_B2_S8657"	1698811	1077066	0.37	71	0.985	"kept"	FALSE	0.35	"recurrence"	1698811	621745	1077066	0.365988329484563
"SC89_NKI_12RE_R48C18yesS_A_W_B1_S8659"	767268	528996	0.31	37	0.438	"removed"	FALSE	0.44	"recurrence"	767268	238272	528996	0.310545989145905
"SC89_NKI_12RE_R48C23yesS_A_W_B1_S8664"	2210601	1394546	0.37	100	0.351	"removed"	FALSE	0.09	"recurrence"	2210601	816055	1394546	0.369155265920897
"SC89_NKI_12RE_R48C26yesS_A_W_B1_S8667"	1418719	942595	0.34	64	0.981	"kept"	FALSE	0.37	"recurrence"	1418719	476124	942595	0.335601341773811
"SC89_NKI_12RE_R48C34yesS_A_W_B2_S8675"	1302309	809817	0.38	58	0.751	"removed"	TRUE	0.02	"recurrence"	1302309	492492	809817	0.378168314893009
"SC89_NKI_12RE_R48C36yesS_A_W_B1_S8677"	1734034	1111559	0.36	81	0.917	"kept"	TRUE	0.01	"recurrence"	1734034	622475	1111559	0.358975083533541
"SC89_NKI_12RE_R48C3yesS_A_W_B1_S8644"	1553607	1018939	0.34	73	0.788	"removed"	FALSE	0.15	"recurrence"	1553607	534668	1018939	0.344146235180454
"SC89_NKI_12RE_R48C40yesS_A_W_B1_S8681"	964507	592590	0.39	42	0.671	"removed"	TRUE	0.02	"recurrence"	964507	371917	592590	0.385603214906683
"SC89_NKI_12RE_R48C41yesS_A_W_B1_S8682"	1276732	788197	0.38	55	0.39	"removed"	FALSE	0.22	"recurrence"	1276732	488535	788197	0.382644909033376
"SC89_NKI_12RE_R48C47yesS_A_W_B2_S8688"	993847	625290	0.37	43	0.922	"kept"	FALSE	0.14	"recurrence"	993847	368557	625290	0.370838770957703
"SC89_NKI_12RE_R48C4yesS_A_W_B1_S8645"	1366951	829844	0.39	54	0.982	"kept"	FALSE	0.37	"recurrence"	1366951	537107	829844	0.392923374722283
"SC89_NKI_12RE_R48C50yesS_A_W_B2_S8691"	1209112	771108	0.36	54	1	"kept"	TRUE	0.01	"recurrence"	1209112	438004	771108	0.362252628375204
"SC89_NKI_12RE_R48C51yesS_A_W_B2_S8692"	1189810	745808	0.37	53	0.751	"removed"	TRUE	0.02	"recurrence"	1189810	444002	745808	0.373170506215278
"SC89_NKI_12RE_R48C53yesS_A_W_B2_S8694"	2013593	1223801	0.39	91	0.578	"removed"	FALSE	0.3	"recurrence"	2013593	789792	1223801	0.392230207395437
"SC89_NKI_12RE_R48C56yesS_A_W_B1_S8697"	1842929	1155623	0.37	83	0.618	"removed"	TRUE	0.01	"recurrence"	1842929	687306	1155623	0.37294220233118
"SC89_NKI_12RE_R48C59yesS_A_W_B1_S8700"	906176	579304	0.36	37	0.893	"kept"	FALSE	0.43	"recurrence"	906176	326872	579304	0.360715799138357
"SC89_NKI_12RE_R48C62yesS_A_W_B1_S8703"	775631	491569	0.37	37	0.51	"removed"	TRUE	0.04	"recurrence"	775631	284062	491569	0.366233428008937
"SC89_NKI_12RE_R48C67yesS_A_W_B2_S8708"	1043214	607025	0.42	42	0.959	"kept"	FALSE	0.21	"recurrence"	1043214	436189	607025	0.41812034731129
"SC89_NKI_12RE_R48C70yesS_A_W_B2_S8711"	1022756	673649	0.34	45	0.972	"kept"	FALSE	0.37	"recurrence"	1022756	349107	673649	0.341339478819973
"SC89_NKI_12RE_R48C71yesS_A_W_B2_S8712"	596201	370044	0.38	26	0.57	"removed"	TRUE	0.03	"recurrence"	596201	226157	370044	0.379330125242997
"SC89_NKI_12RE_R48C8yesS_A_W_B1_S8649"	2021800	1324509	0.34	88	0.986	"kept"	FALSE	0.37	"recurrence"	2021800	697291	1324509	0.344886239984173
"SC89_NKI_12RE_R49C0yesS_A_W_B1_S8713"	733445	486733	0.34	30	0.973	"kept"	FALSE	0.36	"recurrence"	733445	246712	486733	0.336374233923471
"SC89_NKI_12RE_R49C10yesS_A_W_B2_S8723"	1389091	906286	0.35	62	0.898	"kept"	FALSE	0.17	"recurrence"	1389091	482805	906286	0.347569021755954
"SC89_NKI_12RE_R49C14yesS_A_W_B2_S8727"	1843790	1257817	0.32	89	0.362	"removed"	FALSE	0.21	"recurrence"	1843790	585973	1257817	0.317808969568118
"SC89_NKI_12RE_R49C17yesS_A_W_B2_S8730"	1430754	963336	0.33	70	0.904	"kept"	TRUE	0.02	"recurrence"	1430754	467418	963336	0.326693477704763
"SC89_NKI_12RE_R49C1yesS_A_W_B1_S8714"	1599693	1088151	0.32	78	0.855	"kept"	FALSE	0.08	"recurrence"	1599693	511542	1088151	0.319775106848627
"SC89_NKI_12RE_R49C20yesS_A_W_B1_S8733"	1653034	1079108	0.35	73	0.986	"kept"	FALSE	0.38	"recurrence"	1653034	573926	1079108	0.347195520479313
"SC89_NKI_12RE_R49C22yesS_A_W_B1_S8735"	2143470	1465251	0.32	106	0.816	"kept"	TRUE	0.01	"recurrence"	2143470	678219	1465251	0.316411706252012
