"sample"	"reads_total"	"reads_assigned_bins"	"percentage_duplicates"	"median_bin_count"	"filter_corr_value"	"filtered"	"is_normal"	"find_normal_cv"	"TotalReads"	"DupsRemoved"	"ReadsKept"	"MedianBinCount"	"dups_percentage"
"SC242_2_R14C69yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1078_R1_001"	731931	633575	0.13	47	0.962	"kept"	FALSE	0.3	731931	98356	633575	47	0.134378787071459
"SC242_2_R14C7yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1016_R1_001"	612906	525114	0.14	39	0.993	"kept"	FALSE	0.28	612906	87792	525114	39	0.143238930602735
"SC242_2_R14C8yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1017_R1_001"	807494	693978	0.14	51	0.964	"kept"	FALSE	0.31	807494	113516	693978	51	0.140578134326695
"SC242_2_R15C0yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1081_R1_001"	818248	682497	0.17	50	0.96	"kept"	FALSE	0.3	818248	135751	682497	50	0.165904469060725
"SC242_2_R15C10yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1091_R1_001"	1215480	1022690	0.16	75	0.986	"kept"	FALSE	0.29	1215480	192790	1022690	75	0.158612235495442
"SC242_2_R15C19yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1100_R1_001"	795750	661764	0.17	49	0.889	"kept"	FALSE	0.26	795750	133986	661764	49	0.168377002827521
"SC242_2_R15C25yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1106_R1_001"	898772	753332	0.16	55	0.993	"kept"	FALSE	0.29	898772	145440	753332	55	0.161820795485396
"SC242_2_R15C29yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1110_R1_001"	903521	750952	0.17	55	0.99	"kept"	FALSE	0.27	903521	152569	750952	55	0.168860491344418
"SC242_2_R15C2yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1083_R1_001"	947165	778333	0.18	57	0.982	"kept"	FALSE	0.29	947165	168832	778333	57	0.178249829755111
"SC242_2_R15C33yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1114_R1_001"	879734	735017	0.16	53	0.994	"kept"	FALSE	0.27	879734	144717	735017	53	0.164500860487375
"SC242_2_R15C36yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1117_R1_001"	962513	803874	0.16	59	0.997	"kept"	FALSE	0.28	962513	158639	803874	59	0.164817514153056
"SC242_2_R15C37yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1118_R1_001"	926190	775673	0.16	57	0.998	"kept"	FALSE	0.29	926190	150517	775673	57	0.162512011574299
"SC242_2_R15C3yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1084_R1_001"	744826	624649	0.16	46	0.995	"kept"	FALSE	0.29	744826	120177	624649	46	0.16134909361381
"SC242_2_R15C40yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1121_R1_001"	975713	813800	0.17	60	0.994	"kept"	FALSE	0.29	975713	161913	813800	60	0.165943264054081
"SC242_2_R15C42yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1123_R1_001"	736158	623068	0.15	45	0.986	"kept"	FALSE	0.31	736158	113090	623068	45	0.153621912687222
"SC242_2_R15C43yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1124_R1_001"	508694	424009	0.17	30	0.997	"kept"	FALSE	0.29	508694	84685	424009	30	0.166475327013883
"SC242_2_R15C50yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1131_R1_001"	915560	760282	0.17	56	0.978	"kept"	FALSE	0.3	915560	155278	760282	56	0.169598933985757
"SC242_2_R15C53yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1134_R1_001"	827690	711699	0.14	53	0.934	"kept"	FALSE	0.26	827690	115991	711699	53	0.140138215998743
"SC242_2_R15C54yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1135_R1_001"	917621	790255	0.14	58	0.865	"kept"	FALSE	0.36	917621	127366	790255	58	0.138800223621735
"SC242_2_R15C56yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1137_R1_001"	1077239	909528	0.16	66	0.988	"kept"	FALSE	0.28	1077239	167711	909528	66	0.155685971265429
"SC242_2_R15C64yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1145_R1_001"	803807	686689	0.15	52	0.283	"removed"	TRUE	0.04	803807	117118	686689	52	0.14570413046913
"SC242_2_R15C70yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1151_R1_001"	791160	670912	0.15	49	0.993	"kept"	FALSE	0.29	791160	120248	670912	49	0.151989483795945
"SC242_2_R15C71yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1152_R1_001"	925293	761397	0.18	56	0.995	"kept"	FALSE	0.29	925293	163896	761397	56	0.17712875813391
"SC242_2_R16C10yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1163_R1_001"	898626	746759	0.17	55	0.994	"kept"	FALSE	0.28	898626	151867	746759	55	0.168999116428859
"SC242_2_R16C19yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1172_R1_001"	689407	575804	0.16	42	0.997	"kept"	FALSE	0.28	689407	113603	575804	42	0.164783647395515
"SC242_2_R16C24yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1177_R1_001"	672885	565086	0.16	41	0.987	"kept"	FALSE	0.29	672885	107799	565086	41	0.160204195367708
"SC242_2_R16C26yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1179_R1_001"	823225	692413	0.16	53	0.144	"removed"	TRUE	0.05	823225	130812	692413	53	0.158901879801998
"SC242_2_R16C27yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1180_R1_001"	840104	703033	0.16	54	0.151	"removed"	TRUE	0.04	840104	137071	703033	54	0.163159561197185
"SC242_2_R16C28yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1181_R1_001"	326302	277943	0.15	19	0.996	"kept"	FALSE	0.28	326302	48359	277943	19	0.148203198264185
"SC242_2_R16C29yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1182_R1_001"	760885	631867	0.17	46	0.995	"kept"	FALSE	0.28	760885	129018	631867	46	0.16956307457763
"SC242_2_R16C32yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1185_R1_001"	702605	599007	0.15	43	0.994	"kept"	FALSE	0.29	702605	103598	599007	43	0.147448424078963
"SC242_2_R16C34yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1187_R1_001"	930566	775807	0.17	57	0.991	"kept"	FALSE	0.29	930566	154759	775807	57	0.166306312502284
"SC242_2_R16C36yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1189_R1_001"	1132308	964948	0.15	73	0.935	"kept"	FALSE	0.31	1132308	167360	964948	73	0.147804307661873
"SC242_2_R16C37yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1190_R1_001"	860094	718541	0.16	55	0.241	"removed"	TRUE	0.02	860094	141553	718541	55	0.164578522812623
"SC242_2_R16C40yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1193_R1_001"	995393	872761	0.12	64	0.941	"kept"	FALSE	0.29	995393	122632	872761	64	0.123199580467212
"SC242_2_R16C42yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1195_R1_001"	729441	620851	0.15	45	0.986	"kept"	FALSE	0.3	729441	108590	620851	45	0.148867420394521
"SC242_2_R16C4yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1157_R1_001"	444330	380084	0.14	28	0.996	"kept"	FALSE	0.29	444330	64246	380084	28	0.144590732113519
"SC242_2_R16C50yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1203_R1_001"	907668	758716	0.16	56	0.982	"kept"	FALSE	0.29	907668	148952	758716	56	0.164104055667931
"SC242_2_R16C52yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1205_R1_001"	1051566	910233	0.13	66	0.994	"kept"	FALSE	0.3	1051566	141333	910233	66	0.134402405555143
"SC242_2_R16C54yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1207_R1_001"	820864	691993	0.16	51	0.992	"kept"	FALSE	0.29	820864	128871	691993	51	0.156994337673476
"SC242_2_R16C5yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1158_R1_001"	709493	601203	0.15	44	0.985	"kept"	FALSE	0.33	709493	108290	601203	44	0.152630117562823
"SC242_2_R16C64yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1217_R1_001"	742566	644302	0.13	47	0.99	"kept"	FALSE	0.3	742566	98264	644302	47	0.132330324846546
"SC242_2_R16C68yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1221_R1_001"	883642	741148	0.16	54	0.984	"kept"	FALSE	0.3	883642	142494	741148	54	0.161257613377363
"SC242_2_R16C69yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1222_R1_001"	729185	624931	0.14	46	0.961	"kept"	FALSE	0.27	729185	104254	624931	46	0.142973319527966
"SC242_2_R16C70yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1223_R1_001"	652021	557353	0.15	41	0.995	"kept"	FALSE	0.29	652021	94668	557353	41	0.145191642600468
"SC242_2_R17C22yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1247_R1_001"	1035626	864432	0.17	63	0.994	"kept"	FALSE	0.29	1035626	171194	864432	63	0.165304849434062
"SC242_2_R17C29yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1254_R1_001"	971028	803879	0.17	59	0.995	"kept"	FALSE	0.28	971028	167149	803879	59	0.172136127897445
"SC242_2_R17C32yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1257_R1_001"	915849	777415	0.15	56	0.965	"kept"	FALSE	0.27	915849	138434	777415	56	0.151153738225406
"SC242_2_R17C34yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1259_R1_001"	1246648	1047401	0.16	80	0.419	"removed"	FALSE	0.19	1246648	199247	1047401	80	0.159826189910865
"SC242_2_R17C39yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1264_R1_001"	1333696	1118271	0.16	82	0.944	"kept"	FALSE	0.24	1333696	215425	1118271	82	0.161524815250252
"SC242_2_R17C41yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1266_R1_001"	1193382	1012390	0.15	74	0.833	"kept"	FALSE	0.24	1193382	180992	1012390	74	0.151663088600297
"SC242_2_R17C42yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1267_R1_001"	787501	669914	0.15	49	0.993	"kept"	FALSE	0.28	787501	117587	669914	49	0.149316635788399
"SC242_2_R17C43yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1268_R1_001"	910688	765250	0.16	57	0.918	"kept"	FALSE	0.28	910688	145438	765250	57	0.159701236867072
"SC242_2_R17C46yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1271_R1_001"	927242	778934	0.16	57	0.99	"kept"	FALSE	0.29	927242	148308	778934	57	0.159945300148181
"SC242_2_R17C4yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1229_R1_001"	1172349	982999	0.16	71	0.914	"kept"	FALSE	0.29	1172349	189350	982999	71	0.161513337751813
"SC242_2_R17C51yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1276_R1_001"	920954	766843	0.17	58	0.336	"removed"	FALSE	0.1	920954	154111	766843	58	0.16733843384143
"SC242_2_R17C55yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1280_R1_001"	968555	803303	0.17	59	0.983	"kept"	FALSE	0.29	968555	165252	803303	59	0.170617053239104
"SC242_2_R17C56yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1281_R1_001"	1047099	864505	0.17	63	0.996	"kept"	FALSE	0.29	1047099	182594	864505	63	0.17438083696002
"SC242_2_R17C57yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1282_R1_001"	955616	800349	0.16	59	0.972	"kept"	FALSE	0.3	955616	155267	800349	59	0.162478443224057
"SC242_2_R17C58yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1283_R1_001"	927631	777208	0.16	57	0.877	"kept"	FALSE	0.3	927631	150423	777208	57	0.16215822886471
"SC242_2_R17C61yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1286_R1_001"	947092	791486	0.16	58	0.993	"kept"	FALSE	0.29	947092	155606	791486	58	0.164298716492168
"SC242_2_R17C66yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1291_R1_001"	917192	763351	0.17	56	0.929	"kept"	FALSE	0.32	917192	153841	763351	56	0.167730420675278
"SC242_2_R17C68yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1293_R1_001"	997403	827987	0.17	60	0.996	"kept"	FALSE	0.3	997403	169416	827987	60	0.169857118937882
"SC242_2_R17C69yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1294_R1_001"	872103	736821	0.16	54	0.981	"kept"	FALSE	0.3	872103	135282	736821	54	0.155121585409063
"SC242_2_R17C71yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S1296_R1_001"	1003255	831551	0.17	61	0.983	"kept"	FALSE	0.3	1003255	171704	831551	61	0.171146916785862
"SC242_2_R17C7yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S1232_R1_001"	1004189	855106	0.15	63	0.889	"kept"	FALSE	0.32	1004189	149083	855106	63	0.1484610964669
"SC242_2_R18C10yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1307_R1_001"	1129478	957903	0.15	70	0.965	"kept"	FALSE	0.3	1129478	171575	957903	70	0.151906455902638
"SC242_2_R18C12yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1309_R1_001"	738064	638754	0.13	47	0.976	"kept"	FALSE	0.3	738064	99310	638754	47	0.134554726961348
"SC242_2_R18C13yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1310_R1_001"	740829	640593	0.14	47	0.913	"kept"	FALSE	0.29	740829	100236	640593	47	0.135302478709662
"SC242_2_R18C14yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1311_R1_001"	1063867	907818	0.15	66	0.983	"kept"	FALSE	0.32	1063867	156049	907818	66	0.1466809291011
"SC242_2_R18C15yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1312_R1_001"	865745	715922	0.17	52	0.995	"kept"	FALSE	0.3	865745	149823	715922	52	0.173056731485599
"SC242_2_R18C16yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1313_R1_001"	829684	701645	0.15	51	0.992	"kept"	FALSE	0.27	829684	128039	701645	51	0.154322609571837
"SC242_2_R18C18yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1315_R1_001"	465027	407335	0.12	30	0.99	"kept"	FALSE	0.29	465027	57692	407335	30	0.124061613626736
"SC242_2_R18C1yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1298_R1_001"	850274	732463	0.14	54	0.925	"kept"	FALSE	0.31	850274	117811	732463	54	0.138556512371306
"SC242_2_R18C21yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1318_R1_001"	1027372	879377	0.14	65	0.907	"kept"	FALSE	0.28	1027372	147995	879377	65	0.14405200842538
"SC242_2_R18C22yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1319_R1_001"	995145	874663	0.12	65	0.814	"kept"	FALSE	0.23	995145	120482	874663	65	0.121069793849138
"SC242_2_R18C24yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1321_R1_001"	879149	734848	0.16	54	0.983	"kept"	FALSE	0.29	879149	144301	734848	54	0.164137137163325
"SC242_2_R18C26yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1323_R1_001"	940039	811118	0.14	58	0.959	"kept"	FALSE	0.3	940039	128921	811118	58	0.137144309970118
"SC242_2_R18C31yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1328_R1_001"	485751	424183	0.13	31	0.951	"kept"	FALSE	0.29	485751	61568	424183	31	0.126748066396158
"SC242_2_R18C33yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1330_R1_001"	933939	798175	0.15	60	0.99	"kept"	FALSE	0.15	933939	135764	798175	60	0.145367095709677
"SC242_2_R18C34yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1331_R1_001"	1070374	908790	0.15	67	0.971	"kept"	FALSE	0.29	1070374	161584	908790	67	0.150960318542864
"SC242_2_R18C38yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1335_R1_001"	1057236	898407	0.15	66	0.961	"kept"	FALSE	0.3	1057236	158829	898407	66	0.150230412131255
"SC242_2_R18C44yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1341_R1_001"	699536	607251	0.13	45	0.906	"kept"	FALSE	0.31	699536	92285	607251	45	0.131923160494957
"SC242_2_R18C45yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1342_R1_001"	763070	642112	0.16	49	0.326	"removed"	TRUE	0.03	763070	120958	642112	49	0.158514946204149
"SC242_2_R18C46yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1343_R1_001"	427524	374327	0.12	26	0.901	"kept"	FALSE	0.25	427524	53197	374327	26	0.124430441331949
"SC242_2_R18C48yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1345_R1_001"	852499	716814	0.16	52	0.867	"kept"	FALSE	0.35	852499	135685	716814	52	0.15916147702226
"SC242_2_R18C49yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1346_R1_001"	618498	530867	0.14	39	0.997	"kept"	FALSE	0.29	618498	87631	530867	39	0.141683562436742
"SC242_2_R18C4yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1301_R1_001"	800303	672914	0.16	50	0.971	"kept"	FALSE	0.29	800303	127389	672914	50	0.159175962104353
"SC242_2_R18C51yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1348_R1_001"	976527	837132	0.14	63	0.925	"kept"	FALSE	0.25	976527	139395	837132	63	0.142745669090563
"SC242_2_R18C54yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1351_R1_001"	891716	758832	0.15	56	0.94	"kept"	FALSE	0.27	891716	132884	758832	56	0.149020540171983
"SC242_2_R18C55yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1352_R1_001"	1089437	920378	0.16	69	0.875	"kept"	FALSE	0.19	1089437	169059	920378	69	0.155180152684368
"SC242_2_R18C57yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1354_R1_001"	1045580	917796	0.12	65	0.862	"kept"	FALSE	0.38	1045580	127784	917796	65	0.122213508292048
"SC242_2_R18C58yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1355_R1_001"	863816	732437	0.15	54	0.975	"kept"	FALSE	0.3	863816	131379	732437	54	0.152091417616715
"SC242_2_R18C63yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1360_R1_001"	968205	826933	0.15	60	0.776	"removed"	FALSE	0.3	968205	141272	826933	60	0.145911248134434
"SC242_2_R18C64yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1361_R1_001"	911631	791849	0.13	58	0.997	"kept"	FALSE	0.28	911631	119782	791849	58	0.131393074610232
"SC242_2_R18C65yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1362_R1_001"	944300	783862	0.17	57	0.997	"kept"	FALSE	0.29	944300	160438	783862	57	0.169901514349253
"SC242_2_R18C67yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1364_R1_001"	839469	690868	0.18	52	0.848	"kept"	FALSE	0.37	839469	148601	690868	52	0.177017852952283
"SC242_2_R19C13yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1382_R1_001"	769545	659763	0.14	49	0.88	"kept"	FALSE	0.33	769545	109782	659763	49	0.142658324074616
"SC242_2_R19C14yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1383_R1_001"	899738	771294	0.14	56	0.891	"kept"	FALSE	0.38	899738	128444	771294	56	0.142757113737555
"SC242_2_R19C21yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1390_R1_001"	782112	672378	0.14	52	0.238	"removed"	TRUE	0.02	782112	109734	672378	52	0.140304713391432
"SC242_2_R19C24yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1393_R1_001"	836705	702594	0.16	51	0.996	"kept"	FALSE	0.29	836705	134111	702594	51	0.160284688151738
"SC242_2_R19C26yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1395_R1_001"	973972	838325	0.14	61	0.993	"kept"	FALSE	0.29	973972	135647	838325	61	0.139271970857478
"SC242_2_R19C28yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1397_R1_001"	858035	743287	0.13	55	0.945	"kept"	FALSE	0.28	858035	114748	743287	55	0.133733472410799
"SC242_2_R19C29yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1398_R1_001"	770655	645978	0.16	48	0.94	"kept"	FALSE	0.31	770655	124677	645978	48	0.161780563287074
"SC242_2_R19C30yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1399_R1_001"	531314	446696	0.16	34	0.228	"removed"	FALSE	0.24	531314	84618	446696	34	0.159261754819184
"SC242_2_R19C32yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1401_R1_001"	825803	722299	0.13	53	0.886	"kept"	FALSE	0.2	825803	103504	722299	53	0.125337398871159
"SC242_2_R19C41yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1410_R1_001"	781104	681495	0.13	50	0.991	"kept"	FALSE	0.31	781104	99609	681495	50	0.12752335156394
"SC242_2_R19C43yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1412_R1_001"	762693	646466	0.15	47	0.991	"kept"	FALSE	0.3	762693	116227	646466	47	0.152390280230709
"SC242_2_R19C45yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1414_R1_001"	730034	630622	0.14	46	0.995	"kept"	FALSE	0.29	730034	99412	630622	46	0.136174479544788
"SC242_2_R19C48yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1417_R1_001"	786655	662291	0.16	49	0.994	"kept"	FALSE	0.28	786655	124364	662291	49	0.158092175095817
"SC242_2_R19C4yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1373_R1_001"	803790	683169	0.15	50	0.995	"kept"	FALSE	0.28	803790	120621	683169	50	0.150065315567499
"SC242_2_R19C53yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1422_R1_001"	811619	716456	0.12	53	0.948	"kept"	FALSE	0.31	811619	95163	716456	53	0.117250828282729
"SC242_2_R19C55yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1424_R1_001"	741442	623771	0.16	47	0.902	"kept"	FALSE	0.31	741442	117671	623771	47	0.158705603405256
"SC242_2_R19C58yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1427_R1_001"	740549	643926	0.13	49	0.213	"removed"	TRUE	0.04	740549	96623	643926	49	0.130474823408039
"SC242_2_R19C59yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1428_R1_001"	487168	406937	0.16	28	0.879	"kept"	FALSE	0.46	487168	80231	406937	28	0.164688567393589
"SC242_2_R19C61yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1430_R1_001"	793399	670009	0.16	49	0.983	"kept"	FALSE	0.28	793399	123390	670009	49	0.155520740510134
"SC242_2_R19C62yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S1431_R1_001"	720862	621976	0.14	45	0.896	"kept"	FALSE	0.33	720862	98886	621976	45	0.137177434793345
"SC242_2_R19C66yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1435_R1_001"	766191	646733	0.16	48	0.948	"kept"	FALSE	0.25	766191	119458	646733	48	0.155911515535943
"SC242_2_R19C9yesS_SC242_2_BCM_DCIS_28T_A_W_C2_S1378_R1_001"	724563	642882	0.11	48	0.819	"kept"	FALSE	0.32	724563	81681	642882	48	0.112731398097888
"SC242_2_R1C0yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S73_R1_001"	619118	519211	0.16	38	0.804	"kept"	FALSE	0.39	619118	99907	519211	38	0.161369884254698
"SC242_2_R1C10yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S83_R1_001"	697953	573442	0.18	42	0.848	"kept"	FALSE	0.34	697953	124511	573442	42	0.178394533729349
"SC242_2_R1C11yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S84_R1_001"	604248	503732	0.17	37	0.658	"removed"	FALSE	0.5	604248	100516	503732	37	0.166348916338987
"SC242_2_R1C16yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S89_R1_001"	750876	625375	0.17	46	0.979	"kept"	FALSE	0.28	750876	125501	625375	46	0.167139447791646
"SC242_2_R1C22yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S95_R1_001"	810735	679564	0.16	50	0.992	"kept"	FALSE	0.27	810735	131171	679564	50	0.161792694283582
"SC242_2_R1C23yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S96_R1_001"	822225	674256	0.18	49	0.996	"kept"	FALSE	0.29	822225	147969	674256	49	0.179961689318617
"SC242_2_R1C24yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S97_R1_001"	479763	387149	0.19	28	0.787	"removed"	FALSE	0.44	479763	92614	387149	28	0.193041147399862
"SC242_2_R1C28yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S101_R1_001"	611915	513034	0.16	40	0.21	"removed"	FALSE	0.11	611915	98881	513034	40	0.16159270486914
"SC242_2_R1C34yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S107_R1_001"	662787	554175	0.16	41	0.836	"kept"	FALSE	0.35	662787	108612	554175	41	0.163871651073422
"SC242_2_R1C35yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S108_R1_001"	598223	506311	0.15	37	0.97	"kept"	FALSE	0.29	598223	91912	506311	37	0.153641702174607
"SC242_2_R1C37yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S110_R1_001"	809806	673814	0.17	50	0.992	"kept"	FALSE	0.28	809806	135992	673814	50	0.167931578674399
"SC242_2_R1C3yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S76_R1_001"	625779	525119	0.16	38	0.985	"kept"	FALSE	0.3	625779	100660	525119	38	0.160855509692719
"SC242_2_R1C47yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S120_R1_001"	497351	414184	0.17	31	0.27	"removed"	FALSE	0.3	497351	83167	414184	31	0.167219931195474
"SC242_2_R1C48yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S121_R1_001"	808496	668488	0.17	49	0.993	"kept"	FALSE	0.3	808496	140008	668488	49	0.173170924778849
"SC242_2_R1C50yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S123_R1_001"	763464	632226	0.17	46	0.949	"kept"	FALSE	0.29	763464	131238	632226	46	0.171898085567885
"SC242_2_R1C53yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S126_R1_001"	732169	609409	0.17	44	0.984	"kept"	FALSE	0.29	732169	122760	609409	44	0.167666208211492
"SC242_2_R1C55yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S128_R1_001"	697747	578728	0.17	43	0.768	"removed"	FALSE	0.35	697747	119019	578728	43	0.170576154394071
"SC242_2_R1C57yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S130_R1_001"	706519	592891	0.16	43	0.938	"kept"	FALSE	0.32	706519	113628	592891	43	0.160827946594501
"SC242_2_R1C60yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S133_R1_001"	545182	458837	0.16	33	0.814	"kept"	FALSE	0.34	545182	86345	458837	33	0.158378303025412
"SC242_2_R1C63yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S136_R1_001"	709240	599684	0.15	44	0.985	"kept"	FALSE	0.29	709240	109556	599684	44	0.154469573064125
