"cellname" "hg19" "mm10" "p_hg19" "p_mm10" "tt" "class"
"551" "Arc_well_A20_GM12878_fixed_r31c23_yes_D1_Good_S2256.bed" 1321 646704 0.00203850160101848 0.997961498398982 648025 "Mouse"
"552" "Arc_well_A20_GM12878_fixed_r31c28_yes_D2_Good_S2261.bed" 475885 1168 0.997551634724024 0.00244836527597563 477053 "Human"
"553" "Arc_well_A20_GM12878_fixed_r31c29_yes_D2_Good_S2262.bed" 913 260289 0.00349537905529054 0.996504620944709 261202 "Mouse"
"554" "Arc_well_A20_GM12878_fixed_r31c33_yes_D2_Good_S2266.bed" 613 345847 0.0017693240200889 0.998230675979911 346460 "Mouse"
"555" "Arc_well_A20_GM12878_fixed_r31c37_yes_D1_Good_S2270.bed" 884 553448 0.00159471219413637 0.998405287805864 554332 "Mouse"
"556" "Arc_well_A20_GM12878_fixed_r31c40_yes_D1_Good_S2273.bed" 658055 1269 0.998075301369281 0.00192469863071874 659324 "Human"
"557" "Arc_well_A20_GM12878_fixed_r31c41_yes_D1_Good_S2274.bed" 1328 760701 0.00174271582840023 0.9982572841716 762029 "Mouse"
"558" "Arc_well_A20_GM12878_fixed_r31c44_yes_D1_Good_S2277.bed" 718735 1322 0.998164034236178 0.00183596576382148 720057 "Human"
"559" "Arc_well_A20_GM12878_fixed_r31c48_yes_D2_Good_S2281.bed" 492947 1208 0.997555422893627 0.00244457710637351 494155 "Human"
"560" "Arc_well_A20_GM12878_fixed_r31c52_yes_D2_Good_S2285.bed" 395999 22637 0.945926771706208 0.0540732282937922 418636 "Collision"
"561" "Arc_well_A20_GM12878_fixed_r31c53_yes_D2_Good_S2286.bed" 764 377797 0.00201816880238588 0.997981831197614 378561 "Mouse"
"562" "Arc_well_A20_GM12878_fixed_r31c57_yes_D1_Good_S2290.bed" 820 457751 0.00178816366495047 0.99821183633505 458571 "Mouse"
"563" "Arc_well_A20_GM12878_fixed_r31c60_yes_D1_Good_S2293.bed" 862 472378 0.00182148592680247 0.998178514073198 473240 "Mouse"
"564" "Arc_well_A20_GM12878_fixed_r31c61_yes_D1_Good_S2294.bed" 635 323775 0.00195739958694245 0.998042600413058 324410 "Mouse"
"565" "Arc_well_A20_GM12878_fixed_r31c62_yes_D1_Good_S2295.bed" 877 383899 0.00227924818595754 0.997720751814042 384776 "Mouse"
"566" "Arc_well_A20_GM12878_fixed_r31c63_yes_D2_Good_S2296.bed" 316412 883 0.997217100805244 0.00278289919475567 317295 "Human"
"567" "Arc_well_A20_GM12878_fixed_r31c64_yes_D2_Good_S2297.bed" 636698 1094 0.998284707239978 0.00171529276002208 637792 "Human"
"568" "Arc_well_A20_GM12878_fixed_r31c69_yes_D2_Good_S2302.bed" 291109 665 0.997720838731347 0.00227916126865314 291774 "Human"
"569" "Arc_well_A20_GM12878_fixed_r31c9_yes_D2_Good_S2242.bed" 1041312 1709 0.998361490324739 0.00163850967526061 1043021 "Human"
"570" "Arc_well_A20_GM12878_fixed_r32c14_yes_D2_Good_S2319.bed" 207 183610 0.00112611999978239 0.998873880000218 183817 "Mouse"
"571" "Arc_well_A20_GM12878_fixed_r32c20_yes_D1_Good_S2325.bed" 206 161029 0.00127763822991286 0.998722361770087 161235 "Mouse"
"572" "Arc_well_A20_GM12878_fixed_r32c21_yes_D1_Good_S2326.bed" 142 111060 0.00127695545044154 0.998723044549559 111202 "Mouse"
"573" "Arc_well_A20_GM12878_fixed_r32c28_yes_D2_Good_S2333.bed" 115407 202 0.998252731188748 0.00174726881125172 115609 "Human"
"574" "Arc_well_A20_GM12878_fixed_r32c29_yes_D2_Good_S2334.bed" 231 132846 0.00173583714691494 0.998264162853085 133077 "Mouse"
"575" "Arc_well_A20_GM12878_fixed_r32c32_yes_D2_Good_S2337.bed" 397 134806 0.00293632537739547 0.997063674622604 135203 "Mouse"
"576" "Arc_well_A20_GM12878_fixed_r32c3_yes_D1_Good_S2308.bed" 186 164153 0.00113180681396382 0.998868193186036 164339 "Mouse"
"577" "Arc_well_A20_GM12878_fixed_r32c42_yes_D1_Good_S2347.bed" 213801 330 0.998458887316643 0.00154111268335738 214131 "Human"
"578" "Arc_well_A20_GM12878_fixed_r32c45_yes_D2_Good_S2350.bed" 190 107158 0.00176994447963632 0.998230055520364 107348 "Mouse"
"579" "Arc_well_A20_GM12878_fixed_r32c46_yes_D2_Good_S2351.bed" 115598 181 0.998436676772126 0.00156332322787379 115779 "Human"
"580" "Arc_well_A20_GM12878_fixed_r32c64_yes_D2_Good_S2369.bed" 158 137835 0.00114498561521237 0.998855014384788 137993 "Mouse"
"581" "Arc_well_A20_GM12878_fixed_r32c66_yes_D2_Good_S2371.bed" 162 114577 0.00141190005142105 0.998588099948579 114739 "Mouse"
"582" "Arc_well_A20_GM12878_fixed_r32c71_yes_D2_Good_S2376.bed" 217260 275 0.99873583561266 0.00126416438733997 217535 "Human"
"583" "Arc_well_A20_GM12878_fixed_r33c10_yes_D2_Good_S2387.bed" 1150 610995 0.00187863986473793 0.998121360135262 612145 "Mouse"
"584" "Arc_well_A20_GM12878_fixed_r33c11_yes_D2_Good_S2388.bed" 600915 955 0.998413278614983 0.0015867213850167 601870 "Human"
"585" "Arc_well_A20_GM12878_fixed_r33c15_yes_D2_Good_S2392.bed" 583573 1141 0.998048618640908 0.0019513813590918 584714 "Human"
"586" "Arc_well_A20_GM12878_fixed_r33c17_yes_D2_Good_S2394.bed" 499499 935 0.998131621752319 0.00186837824768101 500434 "Human"
"587" "Arc_well_A20_GM12878_fixed_r33c22_yes_D1_Good_S2399.bed" 1878 931183 0.00201273014304531 0.997987269856955 933061 "Mouse"
"588" "Arc_well_A20_GM12878_fixed_r33c23_yes_D1_Good_S2400.bed" 835634 1689 0.997982857272522 0.00201714272747793 837323 "Human"
"589" "Arc_well_A20_GM12878_fixed_r33c24_yes_D1_Good_S2401.bed" 559939 1177 0.99790239451379 0.00209760548620963 561116 "Human"
"590" "Arc_well_A20_GM12878_fixed_r33c27_yes_D2_Good_S2404.bed" 1124 608027 0.00184519109383388 0.998154808906166 609151 "Mouse"
"591" "Arc_well_A20_GM12878_fixed_r33c2_yes_D1_Good_S2379.bed" 16889 543138 0.0301574745503342 0.969842525449666 560027 "Mouse"
"592" "Arc_well_A20_GM12878_fixed_r33c33_yes_D2_Good_S2410.bed" 345432 729 0.997894043523101 0.00210595647689948 346161 "Human"
"593" "Arc_well_A20_GM12878_fixed_r33c35_yes_D2_Good_S2412.bed" 1240 582930 0.0021226697707859 0.997877330229214 584170 "Mouse"
"594" "Arc_well_A20_GM12878_fixed_r33c36_yes_D1_Good_S2413.bed" 705918 1176 0.998336854788755 0.0016631452112449 707094 "Human"
"595" "Arc_well_A20_GM12878_fixed_r33c38_yes_D1_Good_S2415.bed" 611229 1403 0.997709881299051 0.00229011870094935 612632 "Human"
"596" "Arc_well_A20_GM12878_fixed_r33c3_yes_D1_Good_S2380.bed" 984 659799 0.00148914242648494 0.998510857573515 660783 "Mouse"
"597" "Arc_well_A20_GM12878_fixed_r33c40_yes_D1_Good_S2417.bed" 797749 1451 0.998184434434434 0.00181556556556557 799200 "Human"
"598" "Arc_well_A20_GM12878_fixed_r33c41_yes_D1_Good_S2418.bed" 780175 1472 0.998116796968452 0.00188320303154749 781647 "Human"
"599" "Arc_well_A20_GM12878_fixed_r33c47_yes_D2_Good_S2424.bed" 765 505690 0.00151049945207373 0.998489500547926 506455 "Mouse"
"600" "Arc_well_A20_GM12878_fixed_r33c52_yes_D2_Good_S2429.bed" 1253 655343 0.0019083271905403 0.99809167280946 656596 "Mouse"
"601" "Arc_well_A20_GM12878_fixed_r33c54_yes_D1_Good_S2431.bed" 541883 1122 0.997933720683972 0.0020662793160284 543005 "Human"
"602" "Arc_well_A20_GM12878_fixed_r33c5_yes_D1_Good_S2382.bed" 1271 825140 0.00153797565618076 0.998462024343819 826411 "Mouse"
"603" "Arc_well_A20_GM12878_fixed_r33c63_yes_D2_Good_S2440.bed" 888 236019 0.00374830629740784 0.996251693702592 236907 "Mouse"
"604" "Arc_well_A20_GM12878_fixed_r33c67_yes_D2_Good_S2444.bed" 928 309181 0.00299249618682463 0.997007503813175 310109 "Mouse"
"605" "Arc_well_A20_GM12878_fixed_r33c69_yes_D2_Good_S2446.bed" 305819 691 0.99774558741966 0.00225441258033996 306510 "Human"
"606" "Arc_well_A20_GM12878_fixed_r33c6_yes_D1_Good_S2383.bed" 1370 696768 0.00196236274203667 0.998037637257963 698138 "Mouse"
"607" "Arc_well_A20_GM12878_fixed_r33c70_yes_D2_Good_S2447.bed" 36282 172279 0.173963492695183 0.826036507304817 208561 "Collision"
"608" "Arc_well_A20_GM12878_fixed_r33c7_yes_D1_Good_S2384.bed" 653197 912 0.998605736964329 0.00139426303567142 654109 "Human"
"609" "Arc_well_A20_GM12878_fixed_r33c8_yes_D1_Good_S2385.bed" 1052 645239 0.00162774972883732 0.998372250271163 646291 "Mouse"
"610" "Arc_well_A20_GM12878_fixed_r34c10_yes_D2_Good_S2459.bed" 414770 830 0.998002887391723 0.00199711260827719 415600 "Human"
"611" "Arc_well_A20_GM12878_fixed_r34c13_yes_D2_Good_S2462.bed" 829 488375 0.00169458957817189 0.998305410421828 489204 "Mouse"
"612" "Arc_well_A20_GM12878_fixed_r34c19_yes_D1_Good_S2468.bed" 569 349083 0.00162733231899145 0.998372667681009 349652 "Mouse"
"613" "Arc_well_A20_GM12878_fixed_r34c23_yes_D1_Good_S2472.bed" 305682 793 0.997412513255567 0.00258748674443266 306475 "Human"
"614" "Arc_well_A20_GM12878_fixed_r34c24_yes_D1_Good_S2473.bed" 372572 698 0.998130039917486 0.001869960082514 373270 "Human"
"615" "Arc_well_A20_GM12878_fixed_r34c29_yes_D2_Good_S2478.bed" 234262 726 0.996910480535176 0.00308951946482374 234988 "Human"
"616" "Arc_well_A20_GM12878_fixed_r34c31_yes_D2_Good_S2480.bed" 353 227889 0.00154660404307708 0.998453395956923 228242 "Mouse"
"617" "Arc_well_A20_GM12878_fixed_r34c32_yes_D2_Good_S2481.bed" 396066 737 0.998142655171458 0.00185734482854212 396803 "Human"
"618" "Arc_well_A20_GM12878_fixed_r34c37_yes_D1_Good_S2486.bed" 447148 821 0.998167283896877 0.00183271610312321 447969 "Human"
"619" "Arc_well_A20_GM12878_fixed_r34c38_yes_D1_Good_S2487.bed" 229097 228138 0.50104869487244 0.49895130512756 457235 "Collision"
"620" "Arc_well_A20_GM12878_fixed_r34c39_yes_D1_Good_S2488.bed" 896 537738 0.00166346721521478 0.998336532784785 538634 "Mouse"
"621" "Arc_well_A20_GM12878_fixed_r34c41_yes_D1_Good_S2490.bed" 804 433907 0.00184950461340983 0.99815049538659 434711 "Mouse"
"622" "Arc_well_A20_GM12878_fixed_r34c46_yes_D2_Good_S2495.bed" 590 156486 0.00375614352288064 0.996243856477119 157076 "Mouse"
"623" "Arc_well_A20_GM12878_fixed_r34c47_yes_D2_Good_S2496.bed" 711 276759 0.00256243918261434 0.997437560817386 277470 "Mouse"
"624" "Arc_well_A20_GM12878_fixed_r34c52_yes_D2_Good_S2501.bed" 124337 508 0.995930954383435 0.00406904561656454 124845 "Human"
"625" "Arc_well_A20_GM12878_fixed_r34c55_yes_D1_Good_S2504.bed" 666 339980 0.00195510882264873 0.998044891177351 340646 "Mouse"
"626" "Arc_well_A20_GM12878_fixed_r34c66_yes_D2_Good_S2515.bed" 405625 988 0.997570171145536 0.00242982885446358 406613 "Human"
"627" "Arc_well_A20_GM12878_fixed_r34c69_yes_D2_Good_S2518.bed" 571 255599 0.00222898856228286 0.997771011437717 256170 "Mouse"
"628" "Arc_well_A20_GM12878_fixed_r34c6_yes_D1_Good_S2455.bed" 697 369427 0.00188315267315818 0.998116847326842 370124 "Mouse"
"629" "Arc_well_A20_GM12878_fixed_r34c9_yes_D2_Good_S2458.bed" 557 376825 0.00147595804781362 0.998524041952186 377382 "Mouse"
"630" "Arc_well_A20_GM12878_fixed_r35c15_yes_D2_Good_S2536.bed" 1101 637917 0.00172295616085932 0.998277043839141 639018 "Mouse"
"631" "Arc_well_A20_GM12878_fixed_r35c16_yes_D2_Good_S2537.bed" 1462 856014 0.00170500398844982 0.99829499601155 857476 "Mouse"
"632" "Arc_well_A20_GM12878_fixed_r35c19_yes_D1_Good_S2540.bed" 809289 1326 0.998364204955497 0.00163579504450325 810615 "Human"
"633" "Arc_well_A20_GM12878_fixed_r35c22_yes_D1_Good_S2543.bed" 627613 1188 0.998110690027529 0.00188930997247142 628801 "Human"
"634" "Arc_well_A20_GM12878_fixed_r35c24_yes_D1_Good_S2545.bed" 653593 1094 0.998328972470814 0.0016710275291857 654687 "Human"
"635" "Arc_well_A20_GM12878_fixed_r35c28_yes_D2_Good_S2549.bed" 704798 1173 0.9983384586619 0.00166154133810029 705971 "Human"
"636" "Arc_well_A20_GM12878_fixed_r35c38_yes_D1_Good_S2559.bed" 1207 714216 0.00168711377744355 0.998312886222556 715423 "Mouse"
"637" "Arc_well_A20_GM12878_fixed_r35c42_yes_D1_Good_S2563.bed" 808610 1363 0.998317227858213 0.00168277214178744 809973 "Human"
"638" "Arc_well_A20_GM12878_fixed_r35c46_yes_D2_Good_S2567.bed" 1464 695352 0.00210098505200799 0.997899014947992 696816 "Mouse"
"639" "Arc_well_A20_GM12878_fixed_r35c49_yes_D2_Good_S2570.bed" 121073 259 0.997865361157815 0.00213463884218508 121332 "Human"
"640" "Arc_well_A20_GM12878_fixed_r35c50_yes_D2_Good_S2571.bed" 920 404027 0.00227190224893628 0.997728097751064 404947 "Mouse"
"641" "Arc_well_A20_GM12878_fixed_r35c52_yes_D2_Good_S2573.bed" 1207 711017 0.00169469155771218 0.998305308442288 712224 "Mouse"
"642" "Arc_well_A20_GM12878_fixed_r35c56_yes_D1_Good_S2577.bed" 983 280505 0.00349215597112488 0.996507844028875 281488 "Mouse"
"643" "Arc_well_A20_GM12878_fixed_r35c58_yes_D1_Good_S2579.bed" 592696 1063 0.998209711347533 0.00179028865246674 593759 "Human"
"644" "Arc_well_A20_GM12878_fixed_r35c61_yes_D1_Good_S2582.bed" 418173 737 0.998240672220763 0.00175932777923659 418910 "Human"
"645" "Arc_well_A20_GM12878_fixed_r35c62_yes_D1_Good_S2583.bed" 395534 175850 0.692238494602579 0.307761505397421 571384 "Collision"
"646" "Arc_well_A20_GM12878_fixed_r35c66_yes_D2_Good_S2587.bed" 1180 434947 0.00270563390938878 0.997294366090611 436127 "Mouse"
"647" "Arc_well_A20_GM12878_fixed_r35c68_yes_D2_Good_S2589.bed" 982 487186 0.00201160256305206 0.997988397436948 488168 "Mouse"
"648" "Arc_well_A20_GM12878_fixed_r35c69_yes_D2_Good_S2590.bed" 526500 830 0.998426033034343 0.00157396696565718 527330 "Human"
"649" "Arc_well_A20_GM12878_fixed_r35c8_yes_D1_Good_S2529.bed" 848427 1189 0.998600544245871 0.00139945575412892 849616 "Human"
"650" "Arc_well_A20_GM12878_fixed_r35c9_yes_D2_Good_S2530.bed" 518816 1135 0.99781710199615 0.00218289800385036 519951 "Human"
"651" "Arc_well_A20_GM12878_fixed_r36c10_yes_A2_Good_S2603.bed" 2057 1088862 0.00188556620610696 0.998114433793893 1090919 "Mouse"
"652" "Arc_well_A20_GM12878_fixed_r36c11_yes_A2_Good_S2604.bed" 736284 1485 0.997987174847412 0.00201282515258841 737769 "Human"
"653" "Arc_well_A20_GM12878_fixed_r36c20_yes_A1_Good_S2613.bed" 1868 1053537 0.00176993665938668 0.998230063340613 1055405 "Mouse"
"654" "Arc_well_A20_GM12878_fixed_r36c21_yes_A1_Good_S2614.bed" 1362157 2095 0.998464359956958 0.0015356400430419 1364252 "Human"
"655" "Arc_well_A20_GM12878_fixed_r36c22_yes_A1_Good_S2615.bed" 2338 1364083 0.00171103927706029 0.99828896072294 1366421 "Mouse"
"656" "Arc_well_A20_GM12878_fixed_r36c24_yes_A1_Good_S2617.bed" 1728 826451 0.00208650545353118 0.997913494546469 828179 "Mouse"
"657" "Arc_well_A20_GM12878_fixed_r36c25_yes_A1_Good_S2618.bed" 1963 1125302 0.00174138290464088 0.998258617095359 1127265 "Mouse"
"658" "Arc_well_A20_GM12878_fixed_r36c29_yes_A2_Good_S2622.bed" 1607 907161 0.00176832811014472 0.998231671889855 908768 "Mouse"
"659" "Arc_well_A20_GM12878_fixed_r36c2_yes_A1_Good_S2595.bed" 940553 2057 0.997817761322286 0.00218223867771401 942610 "Human"
"660" "Arc_well_A20_GM12878_fixed_r36c30_yes_A2_Good_S2623.bed" 895792 526300 0.629911426264967 0.370088573735033 1422092 "Collision"
"661" "Arc_well_A20_GM12878_fixed_r36c31_yes_A2_Good_S2624.bed" 676 397636 0.00169716202374018 0.99830283797626 398312 "Mouse"
"662" "Arc_well_A20_GM12878_fixed_r36c32_yes_A2_Good_S2625.bed" 842534 1630 0.998069095578584 0.00193090442141574 844164 "Human"
"663" "Arc_well_A20_GM12878_fixed_r36c34_yes_A2_Good_S2627.bed" 469072 436266 0.518118095120276 0.481881904879724 905338 "Collision"
"664" "Arc_well_A20_GM12878_fixed_r36c36_yes_A1_Good_S2629.bed" 1162 765314 0.00151602920378459 0.998483970796215 766476 "Mouse"
"665" "Arc_well_A20_GM12878_fixed_r36c39_yes_A1_Good_S2632.bed" 1118592 1931 0.998276697577827 0.0017233024221725 1120523 "Human"
"666" "Arc_well_A20_GM12878_fixed_r36c3_yes_A1_Good_S2596.bed" 755 171589 0.00438077333704684 0.995619226662953 172344 "Mouse"
"667" "Arc_well_A20_GM12878_fixed_r36c41_yes_A1_Good_S2634.bed" 971588 1785 0.998166170625238 0.00183382937476178 973373 "Human"
"668" "Arc_well_A20_GM12878_fixed_r36c47_yes_A2_Good_S2640.bed" 521345 848 0.998376079342312 0.00162392065768787 522193 "Human"
"669" "Arc_well_A20_GM12878_fixed_r36c4_yes_A1_Good_S2597.bed" 942183 1655 0.99824652111909 0.00175347888090965 943838 "Human"
"670" "Arc_well_A20_GM12878_fixed_r36c51_yes_A2_Good_S2644.bed" 1670 1000496 0.00166639059796481 0.998333609402035 1002166 "Mouse"
"671" "Arc_well_A20_GM12878_fixed_r36c53_yes_A2_Good_S2646.bed" 1014 585455 0.00172899164320706 0.998271008356793 586469 "Mouse"
"672" "Arc_well_A20_GM12878_fixed_r36c54_yes_A1_Good_S2647.bed" 458283 902 0.998035650119233 0.00196434988076701 459185 "Human"
"673" "Arc_well_A20_GM12878_fixed_r36c57_yes_A1_Good_S2650.bed" 1089 443470 0.00244961861080307 0.997550381389197 444559 "Mouse"
"674" "Arc_well_A20_GM12878_fixed_r36c60_yes_A1_Good_S2653.bed" 1503 624814 0.00239974326100042 0.997600256739 626317 "Mouse"
"675" "Arc_well_A20_GM12878_fixed_r36c62_yes_A1_Good_S2655.bed" 681074 1454 0.997869684467157 0.00213031553284261 682528 "Human"
"676" "Arc_well_A20_GM12878_fixed_r36c64_yes_A2_Good_S2657.bed" 1083 567759 0.0019038678578586 0.998096132142141 568842 "Mouse"
"677" "Arc_well_A20_GM12878_fixed_r36c66_yes_A2_Good_S2659.bed" 645952 1599 0.997530696423911 0.00246930357608899 647551 "Human"
"678" "Arc_well_A20_GM12878_fixed_r36c71_yes_A2_Good_S2664.bed" 1079 485753 0.00221637032898413 0.997783629671016 486832 "Mouse"
"679" "Arc_well_A20_GM12878_fixed_r37c10_yes_A2_Good_S2675.bed" 1266 724945 0.00174329499277758 0.998256705007222 726211 "Mouse"
"680" "Arc_well_A20_GM12878_fixed_r37c13_yes_A2_Good_S2678.bed" 811946 1488 0.998170718214385 0.00182928178561506 813434 "Human"
"681" "Arc_well_A20_GM12878_fixed_r37c19_yes_A1_Good_S2684.bed" 950005 1465 0.998460277255195 0.00153972274480541 951470 "Human"
"682" "Arc_well_A20_GM12878_fixed_r37c1_yes_A1_Good_S2666.bed" 764831 1098 0.998566446759426 0.00143355324057452 765929 "Human"
"683" "Arc_well_A20_GM12878_fixed_r37c20_yes_A1_Good_S2685.bed" 781017 1298 0.998340821791734 0.00165917820826649 782315 "Human"
"684" "Arc_well_A20_GM12878_fixed_r37c22_yes_A1_Good_S2687.bed" 748546 500253 0.59941271573728 0.40058728426272 1248799 "Collision"
"685" "Arc_well_A20_GM12878_fixed_r37c24_yes_A1_Good_S2689.bed" 1289 826183 0.00155775663708258 0.998442243362917 827472 "Mouse"
"686" "Arc_well_A20_GM12878_fixed_r37c25_yes_A1_Good_S2690.bed" 914276 1412 0.998457990057749 0.00154200994225107 915688 "Human"
"687" "Arc_well_A20_GM12878_fixed_r37c26_yes_A1_Good_S2691.bed" 1358 877017 0.00154603671552583 0.998453963284474 878375 "Mouse"
"688" "Arc_well_A20_GM12878_fixed_r37c30_yes_A2_Good_S2695.bed" 904812 1469 0.998379089929062 0.00162091007093826 906281 "Human"
"689" "Arc_well_A20_GM12878_fixed_r37c34_yes_A2_Good_S2699.bed" 1451 860616 0.00168316383761355 0.998316836162386 862067 "Mouse"
"690" "Arc_well_A20_GM12878_fixed_r37c38_yes_A1_Good_S2703.bed" 1462 748486 0.00194946849648242 0.998050531503518 749948 "Mouse"
"691" "Arc_well_A20_GM12878_fixed_r37c40_yes_A1_Good_S2705.bed" 884073 1443 0.998370441640806 0.00162955835919396 885516 "Human"
"692" "Arc_well_A20_GM12878_fixed_r37c48_yes_A2_Good_S2713.bed" 790110 1496 0.998110170968891 0.00188982903110891 791606 "Human"
"693" "Arc_well_A20_GM12878_fixed_r37c55_yes_A1_Good_S2720.bed" 1158 776855 0.0014884070060526 0.998511592993947 778013 "Mouse"
"694" "Arc_well_A20_GM12878_fixed_r37c5_yes_A1_Good_S2670.bed" 1064138 1816 0.998296361756699 0.00170363824330131 1065954 "Human"
"695" "Arc_well_A20_GM12878_fixed_r37c64_yes_A2_Good_S2729.bed" 1005 635390 0.00157920788189725 0.998420792118103 636395 "Mouse"
"696" "Arc_well_A20_GM12878_fixed_r37c67_yes_A2_Good_S2732.bed" 632981 1259 0.998014947023209 0.00198505297679112 634240 "Human"
"697" "Arc_well_A20_GM12878_fixed_r37c6_yes_A1_Good_S2671.bed" 247787 505731 0.328840186963019 0.671159813036981 753518 "Collision"
"698" "Arc_well_A20_GM12878_fixed_r37c9_yes_A2_Good_S2674.bed" 676264 1357 0.997997405629401 0.00200259437059949 677621 "Human"
"699" "Arc_well_A20_GM12878_fixed_r38c10_yes_A2_Good_S2747.bed" 440445 1038 0.997648833590421 0.00235116640957862 441483 "Human"
"700" "Arc_well_A20_GM12878_fixed_r38c16_yes_A2_Good_S2753.bed" 345719 1261 0.996365784771457 0.00363421522854343 346980 "Human"
"701" "Arc_well_A20_GM12878_fixed_r38c22_yes_A1_Good_S2759.bed" 1543 1066872 0.00144419537352059 0.998555804626479 1068415 "Mouse"
"702" "Arc_well_A20_GM12878_fixed_r38c24_yes_A1_Good_S2761.bed" 449089 904 0.997991079861242 0.00200892013875771 449993 "Human"
"703" "Arc_well_A20_GM12878_fixed_r38c25_yes_A1_Good_S2762.bed" 1362 829690 0.00163888661599996 0.998361113384 831052 "Mouse"
"704" "Arc_well_A20_GM12878_fixed_r38c28_yes_A2_Good_S2765.bed" 661256 1160 0.998248834569213 0.0017511654307867 662416 "Human"
"705" "Arc_well_A20_GM12878_fixed_r38c31_yes_A2_Good_S2768.bed" 664 214589 0.0030847421406438 0.996915257859356 215253 "Mouse"
"706" "Arc_well_A20_GM12878_fixed_r38c32_yes_A2_Good_S2769.bed" 871 611248 0.0014229259343363 0.998577074065664 612119 "Mouse"
"707" "Arc_well_A20_GM12878_fixed_r38c33_yes_A2_Good_S2770.bed" 340118 97120 0.777878409470357 0.222121590529643 437238 "Collision"
"708" "Arc_well_A20_GM12878_fixed_r38c38_yes_A1_Good_S2775.bed" 956 597978 0.00159616919393456 0.998403830806065 598934 "Mouse"
"709" "Arc_well_A20_GM12878_fixed_r38c41_yes_A1_Good_S2778.bed" 1097 670110 0.00163436912904663 0.998365630870953 671207 "Mouse"
"710" "Arc_well_A20_GM12878_fixed_r38c42_yes_A1_Good_S2779.bed" 1099 753134 0.00145710940783551 0.998542890592165 754233 "Mouse"
"711" "Arc_well_A20_GM12878_fixed_r38c47_yes_A2_Good_S2784.bed" 767 453379 0.00168888419142743 0.998311115808573 454146 "Mouse"
"712" "Arc_well_A20_GM12878_fixed_r38c48_yes_A2_Good_S2785.bed" 1335 828967 0.0016078487104692 0.998392151289531 830302 "Mouse"
"713" "Arc_well_A20_GM12878_fixed_r38c50_yes_A2_Good_S2787.bed" 929 606625 0.00152908218857912 0.998470917811421 607554 "Mouse"
"714" "Arc_well_A20_GM12878_fixed_r38c56_yes_A1_Good_S2793.bed" 1089 612301 0.0017753794486379 0.998224620551362 613390 "Mouse"
"715" "Arc_well_A20_GM12878_fixed_r38c57_yes_A1_Good_S2794.bed" 725 452178 0.00160078427389529 0.998399215726105 452903 "Mouse"
"716" "Arc_well_A20_GM12878_fixed_r38c61_yes_A1_Good_S2798.bed" 633 368673 0.00171402576724992 0.99828597423275 369306 "Mouse"
"717" "Arc_well_A20_GM12878_fixed_r38c63_yes_A2_Good_S2800.bed" 899 581549 0.00154348542702525 0.998456514572975 582448 "Mouse"
