"","cell","correlation","n_reads"
"371","MDA231.9x.cell3791_S3791_R1_001",0.992645461225746,"1M"
"372","MDA231.9x.cell3810_S3810_R1_001",0.991774381941534,"1M"
"373","MDA231.9x.cell3820_S3820_R1_001",0.995724938592169,"1M"
"374","MDA231.9x.cell3827_S3827_R1_001",0.998832338475359,"1M"
"375","MDA231.9x.cell3839_S3839_R1_001",0.980340454250172,"1M"
"376","MDA231.9x.cell3847_S3847_R1_001",0.961977750378077,"1M"
"377","MDA231.9x.cell3856_S3856_R1_001",0.935809627118578,"1M"
"378","MDA231.9x.cell3881_S3881_R1_001",0.997913479246019,"1M"
"379","MDA231.9x.cell3892_S3892_R1_001",0.973795986452074,"1M"
"380","MDA231.9x.cell3894_S3894_R1_001",0.98217154834978,"1M"
"381","MDA231.9x.cell3897_S3897_R1_001",0.994666548870769,"1M"
"382","MDA231.9x.cell3903_S3903_R1_001",1,"1M"
"383","MDA231.9x.cell3904_S3904_R1_001",0.958063268811235,"1M"
"384","MDA231.9x.cell3909_S3909_R1_001",0.996080840201596,"1M"
"385","MDA231.9x.cell391_S391_R1_001",1,"1M"
"386","MDA231.9x.cell3915_S3915_R1_001",0.995610293054372,"1M"
"387","MDA231.9x.cell3918_S3918_R1_001",0.939265885393057,"1M"
"388","MDA231.9x.cell3931_S3931_R1_001",0.995060325279541,"1M"
"389","MDA231.9x.cell3932_S3932_R1_001",0.99763983458782,"1M"
"390","MDA231.9x.cell3934_S3934_R1_001",0.962370021060393,"1M"
"391","MDA231.9x.cell3944_S3944_R1_001",0.912151819333512,"1M"
"392","MDA231.9x.cell3957_S3957_R1_001",0.944581508825377,"1M"
"393","MDA231.9x.cell3977_S3977_R1_001",0.993568541615361,"1M"
"394","MDA231.9x.cell3987_S3987_R1_001",1,"1M"
"395","MDA231.9x.cell3988_S3988_R1_001",0.964478463275461,"1M"
"396","MDA231.9x.cell3994_S3994_R1_001",0.982240190804434,"1M"
"397","MDA231.9x.cell3995_S3995_R1_001",0.952363581238857,"1M"
"398","MDA231.9x.cell3996_S3996_R1_001",0.995784324331472,"1M"
"399","MDA231.9x.cell4000_S4000_R1_001",0.985956216421083,"1M"
"400","MDA231.9x.cell4017_S4017_R1_001",0.965296432362386,"1M"
"401","MDA231.9x.cell4018_S4018_R1_001",0.963559957021589,"1M"
"402","MDA231.9x.cell4019_S4019_R1_001",0.999653509038209,"1M"
"403","MDA231.9x.cell4047_S4047_R1_001",0.977375292079215,"1M"
"404","MDA231.9x.cell4059_S4059_R1_001",0.963943891621605,"1M"
"405","MDA231.9x.cell4063_S4063_R1_001",0.974965678174844,"1M"
"406","MDA231.9x.cell4068_S4068_R1_001",0.987390979208351,"1M"
"407","MDA231.9x.cell4069_S4069_R1_001",0.935949253937686,"1M"
"408","MDA231.9x.cell4070_S4070_R1_001",0.993432229904905,"1M"
"409","MDA231.9x.cell4076_S4076_R1_001",0.957298019703764,"1M"
"410","MDA231.9x.cell4086_S4086_R1_001",0.973524561794574,"1M"
"411","MDA231.9x.cell4098_S4098_R1_001",0.995676812177542,"1M"
"412","MDA231.9x.cell4109_S4109_R1_001",0.947119731118207,"1M"
"413","MDA231.9x.cell4123_S4123_R1_001",1,"1M"
"414","MDA231.9x.cell4134_S4134_R1_001",0.976900245463478,"1M"
"415","MDA231.9x.cell4135_S4135_R1_001",0.963388938242453,"1M"
"416","MDA231.9x.cell4140_S4140_R1_001",0.952361715628008,"1M"
"417","MDA231.9x.cell4144_S4144_R1_001",0.948726501740022,"1M"
"418","MDA231.9x.cell415_S415_R1_001",1,"1M"
"419","MDA231.9x.cell4177_S4177_R1_001",0.960282541964839,"1M"
"420","MDA231.9x.cell4183_S4183_R1_001",0.997829217647533,"1M"
"421","MDA231.9x.cell4200_S4200_R1_001",0.994652747381518,"1M"
"422","MDA231.9x.cell4201_S4201_R1_001",0.999995923733479,"1M"
"423","MDA231.9x.cell4203_S4203_R1_001",0.994704992140742,"1M"
"424","MDA231.9x.cell4207_S4207_R1_001",0.99626194135781,"1M"
"425","MDA231.9x.cell4213_S4213_R1_001",0.959763915328112,"1M"
"426","MDA231.9x.cell4218_S4218_R1_001",0.998978959198741,"1M"
"427","MDA231.9x.cell4220_S4220_R1_001",0.97694372330892,"1M"
"428","MDA231.9x.cell4227_S4227_R1_001",0.975852752994882,"1M"
"429","MDA231.9x.cell4237_S4237_R1_001",0.980274290491925,"1M"
"430","MDA231.9x.cell4243_S4243_R1_001",0.998937052409442,"1M"
"431","MDA231.9x.cell4244_S4244_R1_001",0.998361462122489,"1M"
"432","MDA231.9x.cell4248_S4248_R1_001",0.992932466223202,"1M"
"433","MDA231.9x.cell4279_S4279_R1_001",0.951876371702576,"1M"
"434","MDA231.9x.cell4280_S4280_R1_001",0.96934008910337,"1M"
"435","MDA231.9x.cell4281_S4281_R1_001",1,"1M"
"436","MDA231.9x.cell4291_S4291_R1_001",0.949174633722217,"1M"
"437","MDA231.9x.cell4317_S4317_R1_001",0.987324569851819,"1M"
"438","MDA231.9x.cell432_S432_R1_001",0.952673315893634,"1M"
"439","MDA231.9x.cell4333_S4333_R1_001",0.947229197338743,"1M"
"440","MDA231.9x.cell4337_S4337_R1_001",0.978395459031583,"1M"
"441","MDA231.9x.cell4340_S4340_R1_001",0.987049100782564,"1M"
"442","MDA231.9x.cell4341_S4341_R1_001",0.950625372393197,"1M"
"443","MDA231.9x.cell4346_S4346_R1_001",0.958991166346486,"1M"
"444","MDA231.9x.cell4348_S4348_R1_001",0.986896402838537,"1M"
"445","MDA231.9x.cell435_S435_R1_001",0.962001550777437,"1M"
"446","MDA231.9x.cell4355_S4355_R1_001",0.992781413002806,"1M"
"447","MDA231.9x.cell4360_S4360_R1_001",0.977454705133416,"1M"
"448","MDA231.9x.cell4367_S4367_R1_001",0.99059045429194,"1M"
"449","MDA231.9x.cell437_S437_R1_001",0.98673220323185,"1M"
"450","MDA231.9x.cell4376_S4376_R1_001",0.96622850650443,"1M"
"451","MDA231.9x.cell4380_S4380_R1_001",0.974082785932678,"1M"
"452","MDA231.9x.cell4398_S4398_R1_001",0.975684765955538,"1M"
"453","MDA231.9x.cell4430_S4430_R1_001",0.998354594867548,"1M"
"454","MDA231.9x.cell4433_S4433_R1_001",0.988976625717314,"1M"
"455","MDA231.9x.cell444_S444_R1_001",0.973232987802636,"1M"
"456","MDA231.9x.cell4443_S4443_R1_001",0.995807911128375,"1M"
"457","MDA231.9x.cell445_S445_R1_001",0.933770435242248,"1M"
"458","MDA231.9x.cell4459_S4459_R1_001",0.995008276747588,"1M"
"459","MDA231.9x.cell447_S447_R1_001",0.95222822304408,"1M"
"460","MDA231.9x.cell4470_S4470_R1_001",0.98096865818719,"1M"
"461","MDA231.9x.cell4471_S4471_R1_001",0.973217505505091,"1M"
"462","MDA231.9x.cell4480_S4480_R1_001",0.961795477106162,"1M"
"463","MDA231.9x.cell4492_S4492_R1_001",0.999767800586036,"1M"
"464","MDA231.9x.cell4494_S4494_R1_001",0.980729850998738,"1M"
"465","MDA231.9x.cell4501_S4501_R1_001",0.995826097368531,"1M"
"466","MDA231.9x.cell4509_S4509_R1_001",0.960984784871687,"1M"
"467","MDA231.9x.cell4512_S4512_R1_001",0.945663900413242,"1M"
"468","MDA231.9x.cell4513_S4513_R1_001",0.967782859398834,"1M"
"469","MDA231.9x.cell4522_S4522_R1_001",0.976650985363122,"1M"
"470","MDA231.9x.cell4530_S4530_R1_001",0.973012753341863,"1M"
"471","MDA231.9x.cell4552_S4552_R1_001",0.966493117184796,"1M"
"472","MDA231.9x.cell4556_S4556_R1_001",0.998368275539517,"1M"
"473","MDA231.9x.cell4561_S4561_R1_001",0.98799295954718,"1M"
"474","MDA231.9x.cell4566_S4566_R1_001",0.977446345211023,"1M"
"475","MDA231.9x.cell4577_S4577_R1_001",0.958713148748785,"1M"
"476","MDA231.9x.cell4580_S4580_R1_001",0.977007387587548,"1M"
"477","MDA231.9x.cell4584_S4584_R1_001",0.99941744666774,"1M"
"478","MDA231.9x.cell4590_S4590_R1_001",0.995560982789576,"1M"
"479","MDA231.9x.cell4604_S4604_R1_001",0.962520333471148,"1M"
"480","MDA231.9x.cell4652_S4652_R1_001",0.997370198629412,"1M"
"481","MDA231.9x.cell4654_S4654_R1_001",0.942870118959709,"1M"
"482","MDA231.9x.cell4667_S4667_R1_001",0.99799965849045,"1M"
"483","MDA231.9x.cell4668_S4668_R1_001",0.984623870107573,"1M"
"484","MDA231.9x.cell467_S467_R1_001",0.960175534845758,"1M"
"485","MDA231.9x.cell4671_S4671_R1_001",0.985133276540294,"1M"
"486","MDA231.9x.cell4674_S4674_R1_001",0.999472155622594,"1M"
"487","MDA231.9x.cell4676_S4676_R1_001",0.999996132884837,"1M"
"488","MDA231.9x.cell4680_S4680_R1_001",0.997869419750196,"1M"
"489","MDA231.9x.cell4709_S4709_R1_001",0.915130964669649,"1M"
"490","MDA231.9x.cell4720_S4720_R1_001",0.992226942368598,"1M"
"491","MDA231.9x.cell4726_S4726_R1_001",0.992090319304436,"1M"
"492","MDA231.9x.cell4731_S4731_R1_001",0.9996807905867,"1M"
"493","MDA231.9x.cell4733_S4733_R1_001",0.998941461480523,"1M"
"494","MDA231.9x.cell4766_S4766_R1_001",0.980890618849506,"1M"
"495","MDA231.9x.cell4774_S4774_R1_001",0.955316842329318,"1M"
"496","MDA231.9x.cell4778_S4778_R1_001",0.957455373681419,"1M"
"497","MDA231.9x.cell4788_S4788_R1_001",0.963178365095092,"1M"
"498","MDA231.9x.cell4796_S4796_R1_001",1,"1M"
"499","MDA231.9x.cell4806_S4806_R1_001",0.976603258761578,"1M"
"500","MDA231.9x.cell4809_S4809_R1_001",0.992200015043365,"1M"
"501","MDA231.9x.cell4819_S4819_R1_001",0.999734482257496,"1M"
"502","MDA231.9x.cell483_S483_R1_001",0.998159310010546,"1M"
"503","MDA231.9x.cell4863_S4863_R1_001",0.979825931070968,"1M"
"504","MDA231.9x.cell4870_S4870_R1_001",0.975059879759176,"1M"
"505","MDA231.9x.cell4955_S4955_R1_001",0.972459762260286,"1M"
"506","MDA231.9x.cell4979_S4979_R1_001",0.994764403782961,"1M"
"507","MDA231.9x.cell4994_S4994_R1_001",0.962617677059958,"1M"
"508","MDA231.9x.cell5008_S5008_R1_001",0.989606865395204,"1M"
"509","MDA231.9x.cell5013_S5013_R1_001",0.972232237322711,"1M"
"510","MDA231.9x.cell5014_S5014_R1_001",0.993237456948432,"1M"
"511","MDA231.9x.cell5024_S5024_R1_001",0.988156469049979,"1M"
"512","MDA231.9x.cell5035_S5035_R1_001",0.966976823152369,"1M"
"513","MDA231.9x.cell5073_S5073_R1_001",0.999149912092347,"1M"
"514","MDA231.9x.cell5089_S5089_R1_001",0.996077716853864,"1M"
"515","MDA231.9x.cell5100_S5100_R1_001",0.999996290871225,"1M"
"516","MDA231.9x.cell5115_S5115_R1_001",0.976113794189186,"1M"
"517","MDA231.9x.cell5135_S5135_R1_001",0.989597431504338,"1M"
"518","MDA231.9x.cell514_S514_R1_001",0.994377964071723,"1M"
"519","MDA231.9x.cell5150_S5150_R1_001",0.995031625427667,"1M"
"520","MDA231.9x.cell5156_S5156_R1_001",0.974764058511951,"1M"
"521","MDA231.9x.cell5170_S5170_R1_001",0.950166854570622,"1M"
"522","MDA231.9x.cell5171_S5171_R1_001",0.955978532548247,"1M"
"523","MDA231.9x.cell5180_S5180_R1_001",0.961858763445297,"1M"
"524","MDA231.9x.cell524_S524_R1_001",0.96562394225986,"1M"
"525","MDA231.9x.cell531_S531_R1_001",0.983840010457439,"1M"
"526","MDA231.9x.cell534_S534_R1_001",0.995096650792206,"1M"
"527","MDA231.9x.cell541_S541_R1_001",0.975483706317676,"1M"
"528","MDA231.9x.cell545_S545_R1_001",0.985298185066841,"1M"
"529","MDA231.9x.cell551_S551_R1_001",0.996024532067384,"1M"
"530","MDA231.9x.cell572_S572_R1_001",0.999759013792086,"1M"
"531","MDA231.9x.cell593_S593_R1_001",0.989287791537844,"1M"
"532","MDA231.9x.cell597_S597_R1_001",0.975630210446384,"1M"
"533","MDA231.9x.cell600_S600_R1_001",0.981793053867545,"1M"
"534","MDA231.9x.cell602_S602_R1_001",0.996965996984905,"1M"
"535","MDA231.9x.cell605_S605_R1_001",0.980067466142764,"1M"
"536","MDA231.9x.cell619_S619_R1_001",0.990009747700043,"1M"
"537","MDA231.9x.cell621_S621_R1_001",0.96883493610543,"1M"
"538","MDA231.9x.cell63_S63_R1_001",0.999529607546815,"1M"
"539","MDA231.9x.cell646_S646_R1_001",0.996047995922192,"1M"
"540","MDA231.9x.cell649_S649_R1_001",0.999172250003362,"1M"
"541","MDA231.9x.cell650_S650_R1_001",0.973849152408658,"1M"
"542","MDA231.9x.cell654_S654_R1_001",0.999989736055348,"1M"
"543","MDA231.9x.cell659_S659_R1_001",0.993387149119096,"1M"
"544","MDA231.9x.cell661_S661_R1_001",0.970933261270786,"1M"
"545","MDA231.9x.cell685_S685_R1_001",0.972678994445268,"1M"
"546","MDA231.9x.cell691_S691_R1_001",0.971642568527263,"1M"
"547","MDA231.9x.cell710_S710_R1_001",0.970544632307115,"1M"
"548","MDA231.9x.cell713_S713_R1_001",0.96159319642871,"1M"
"549","MDA231.9x.cell72_S72_R1_001",0.963196155981707,"1M"
"550","MDA231.9x.cell727_S727_R1_001",1,"1M"
"551","MDA231.9x.cell736_S736_R1_001",0.945062901420327,"1M"
"552","MDA231.9x.cell744_S744_R1_001",0.997621173052003,"1M"
"553","MDA231.9x.cell75_S75_R1_001",0.997170859018267,"1M"
"554","MDA231.9x.cell754_S754_R1_001",0.94402236591875,"1M"
"555","MDA231.9x.cell758_S758_R1_001",0.999602781913849,"1M"
"556","MDA231.9x.cell760_S760_R1_001",1,"1M"
"557","MDA231.9x.cell764_S764_R1_001",0.990743203527735,"1M"
"558","MDA231.9x.cell774_S774_R1_001",0.998527202650096,"1M"
"559","MDA231.9x.cell777_S777_R1_001",0.979782773423071,"1M"
"560","MDA231.9x.cell78_S78_R1_001",0.961763637506697,"1M"
"561","MDA231.9x.cell781_S781_R1_001",0.989084661725074,"1M"
"562","MDA231.9x.cell788_S788_R1_001",0.98067830165519,"1M"
"563","MDA231.9x.cell79_S79_R1_001",0.99843820247638,"1M"
"564","MDA231.9x.cell801_S801_R1_001",0.965835391039187,"1M"
"565","MDA231.9x.cell808_S808_R1_001",0.983629033917757,"1M"
"566","MDA231.9x.cell81_S81_R1_001",0.963325121995354,"1M"
"567","MDA231.9x.cell810_S810_R1_001",0.998675981669258,"1M"
"568","MDA231.9x.cell814_S814_R1_001",0.957767878037107,"1M"
"569","MDA231.9x.cell817_S817_R1_001",0.974275563366313,"1M"
"570","MDA231.9x.cell826_S826_R1_001",0.929989042082924,"1M"
"571","MDA231.9x.cell83_S83_R1_001",0.956568219319789,"1M"
"572","MDA231.9x.cell831_S831_R1_001",0.989706561088335,"1M"
"573","MDA231.9x.cell844_S844_R1_001",0.972756289482039,"1M"
"574","MDA231.9x.cell847_S847_R1_001",0.998986791830351,"1M"
"575","MDA231.9x.cell85_S85_R1_001",0.959765419464818,"1M"
"576","MDA231.9x.cell853_S853_R1_001",0.973051182296758,"1M"
"577","MDA231.9x.cell859_S859_R1_001",0.993419143430133,"1M"
"578","MDA231.9x.cell86_S86_R1_001",0.949777097497817,"1M"
"579","MDA231.9x.cell864_S864_R1_001",0.996185843363846,"1M"
"580","MDA231.9x.cell866_S866_R1_001",0.979739290791298,"1M"
"581","MDA231.9x.cell875_S875_R1_001",0.988002906602431,"1M"
"582","MDA231.9x.cell881_S881_R1_001",0.95998510430731,"1M"
"583","MDA231.9x.cell882_S882_R1_001",0.988612436506956,"1M"
"584","MDA231.9x.cell886_S886_R1_001",0.951193483626864,"1M"
"585","MDA231.9x.cell90_S90_R1_001",1,"1M"
"586","MDA231.9x.cell901_S901_R1_001",0.974937375890893,"1M"
"587","MDA231.9x.cell904_S904_R1_001",0.968026363120158,"1M"
"588","MDA231.9x.cell908_S908_R1_001",0.973310552879496,"1M"
"589","MDA231.9x.cell910_S910_R1_001",0.975290888421355,"1M"
"590","MDA231.9x.cell919_S919_R1_001",0.996117902358359,"1M"
"591","MDA231.9x.cell92_S92_R1_001",0.983288783663903,"1M"
"592","MDA231.9x.cell935_S935_R1_001",0.970205440253639,"1M"
"593","MDA231.9x.cell937_S937_R1_001",0.980402445123642,"1M"
"594","MDA231.9x.cell966_S966_R1_001",0.981133041365393,"1M"
"595","MDA231.9x.cell970_S970_R1_001",0.983738336463642,"1M"
"596","MDA231.9x.cell972_S972_R1_001",0.984700171807671,"1M"
"597","MDA231.9x.cell980_S980_R1_001",0.980947469179405,"1M"
"598","MDA231.9x.cell988_S988_R1_001",0.97237279549361,"1M"
"599","MDA231.9x.cell993_S993_R1_001",0.972569201635545,"1M"
"600","MDA231.9x.cell1006_S1006_R1_001",0.968989025849714,"750k"
"601","MDA231.9x.cell1008_S1008_R1_001",0.950847312310162,"750k"
"602","MDA231.9x.cell1016_S1016_R1_001",0.97463194159846,"750k"
"603","MDA231.9x.cell1038_S1038_R1_001",0.949888438446266,"750k"
"604","MDA231.9x.cell1050_S1050_R1_001",0.946785320678645,"750k"
"605","MDA231.9x.cell1051_S1051_R1_001",0.97535227265792,"750k"
"606","MDA231.9x.cell1059_S1059_R1_001",0.9656340024664,"750k"
"607","MDA231.9x.cell1080_S1080_R1_001",0.963715038486406,"750k"
"608","MDA231.9x.cell1081_S1081_R1_001",0.935548231600558,"750k"
"609","MDA231.9x.cell1091_S1091_R1_001",0.968075551104458,"750k"
"610","MDA231.9x.cell1092_S1092_R1_001",0.965344404778638,"750k"
"611","MDA231.9x.cell1098_S1098_R1_001",0.957982794712884,"750k"
"612","MDA231.9x.cell1105_S1105_R1_001",0.943454622812931,"750k"
"613","MDA231.9x.cell1109_S1109_R1_001",0.971903084431633,"750k"
"614","MDA231.9x.cell1116_S1116_R1_001",0.94799975105669,"750k"
"615","MDA231.9x.cell1120_S1120_R1_001",0.97345353235466,"750k"
"616","MDA231.9x.cell1121_S1121_R1_001",0.992348667936987,"750k"
"617","MDA231.9x.cell1134_S1134_R1_001",0.977176061033992,"750k"
"618","MDA231.9x.cell114_S114_R1_001",0.993922279547425,"750k"
"619","MDA231.9x.cell1184_S1184_R1_001",0.931520075403955,"750k"
"620","MDA231.9x.cell1189_S1189_R1_001",0.961531660007948,"750k"
"621","MDA231.9x.cell119_S119_R1_001",0.985075616272009,"750k"
"622","MDA231.9x.cell1204_S1204_R1_001",0.96006904814919,"750k"
"623","MDA231.9x.cell1209_S1209_R1_001",0.956004628609399,"750k"
"624","MDA231.9x.cell121_S121_R1_001",0.972877114110463,"750k"
"625","MDA231.9x.cell1210_S1210_R1_001",0.974136741525182,"750k"
"626","MDA231.9x.cell1230_S1230_R1_001",0.947126161737381,"750k"
"627","MDA231.9x.cell1235_S1235_R1_001",0.948842536947199,"750k"
"628","MDA231.9x.cell1238_S1238_R1_001",0.945371563221817,"750k"
"629","MDA231.9x.cell1253_S1253_R1_001",0.971527276111974,"750k"
"630","MDA231.9x.cell1270_S1270_R1_001",0.978467730628933,"750k"
"631","MDA231.9x.cell1281_S1281_R1_001",0.936821144293649,"750k"
"632","MDA231.9x.cell1296_S1296_R1_001",0.944658239070196,"750k"
"633","MDA231.9x.cell1299_S1299_R1_001",0.987444265542973,"750k"
"634","MDA231.9x.cell130_S130_R1_001",0.94837782357326,"750k"
"635","MDA231.9x.cell1307_S1307_R1_001",0.998724244579753,"750k"
"636","MDA231.9x.cell1316_S1316_R1_001",0.929874234191411,"750k"
"637","MDA231.9x.cell1342_S1342_R1_001",0.930385240901771,"750k"
"638","MDA231.9x.cell1345_S1345_R1_001",0.988222914840448,"750k"
"639","MDA231.9x.cell135_S135_R1_001",0.941644803813529,"750k"
"640","MDA231.9x.cell1353_S1353_R1_001",0.948924658944322,"750k"
"641","MDA231.9x.cell1374_S1374_R1_001",0.994726156542282,"750k"
"642","MDA231.9x.cell1375_S1375_R1_001",0.974915818722811,"750k"
"643","MDA231.9x.cell1399_S1399_R1_001",0.950110604748284,"750k"
"644","MDA231.9x.cell1411_S1411_R1_001",0.994572085881288,"750k"
"645","MDA231.9x.cell1412_S1412_R1_001",0.999077281306389,"750k"
"646","MDA231.9x.cell1421_S1421_R1_001",0.987315861715448,"750k"
"647","MDA231.9x.cell1433_S1433_R1_001",0.970846421194149,"750k"
"648","MDA231.9x.cell1446_S1446_R1_001",0.993368410539132,"750k"
"649","MDA231.9x.cell1455_S1455_R1_001",0.992317100887184,"750k"
"650","MDA231.9x.cell1473_S1473_R1_001",0.935194935994291,"750k"
"651","MDA231.9x.cell1487_S1487_R1_001",0.971889706098318,"750k"
"652","MDA231.9x.cell1497_S1497_R1_001",0.958309236732974,"750k"
"653","MDA231.9x.cell1503_S1503_R1_001",0.979355487350003,"750k"
"654","MDA231.9x.cell1505_S1505_R1_001",0.968049670221282,"750k"
"655","MDA231.9x.cell1514_S1514_R1_001",0.937622510872897,"750k"
"656","MDA231.9x.cell1518_S1518_R1_001",0.971384587716868,"750k"
"657","MDA231.9x.cell1520_S1520_R1_001",0.946063796449674,"750k"
"658","MDA231.9x.cell1525_S1525_R1_001",0.953553190172389,"750k"
"659","MDA231.9x.cell1539_S1539_R1_001",0.945229178347285,"750k"
"660","MDA231.9x.cell1542_S1542_R1_001",0.996698001155496,"750k"
"661","MDA231.9x.cell1556_S1556_R1_001",0.953928493455938,"750k"
"662","MDA231.9x.cell1566_S1566_R1_001",0.966193120215244,"750k"
"663","MDA231.9x.cell1576_S1576_R1_001",0.970217386714062,"750k"
"664","MDA231.9x.cell1585_S1585_R1_001",0.973431831367971,"750k"
"665","MDA231.9x.cell1594_S1594_R1_001",0.957238752303413,"750k"
"666","MDA231.9x.cell16_S16_R1_001",0.957244877829333,"750k"
"667","MDA231.9x.cell1609_S1609_R1_001",0.969030533675224,"750k"
"668","MDA231.9x.cell1623_S1623_R1_001",0.958192101686124,"750k"
"669","MDA231.9x.cell1626_S1626_R1_001",0.949791945230746,"750k"
"670","MDA231.9x.cell1632_S1632_R1_001",0.954220693537423,"750k"
"671","MDA231.9x.cell1636_S1636_R1_001",0.982345160837866,"750k"
"672","MDA231.9x.cell1637_S1637_R1_001",0.997256997835364,"750k"
"673","MDA231.9x.cell1657_S1657_R1_001",0.96732109717136,"750k"
"674","MDA231.9x.cell1659_S1659_R1_001",0.930059006475447,"750k"
"675","MDA231.9x.cell1662_S1662_R1_001",0.963045502280143,"750k"
"676","MDA231.9x.cell1663_S1663_R1_001",0.970895333180692,"750k"
"677","MDA231.9x.cell1674_S1674_R1_001",0.924138592304584,"750k"
"678","MDA231.9x.cell1678_S1678_R1_001",0.998726870240799,"750k"
"679","MDA231.9x.cell1680_S1680_R1_001",0.926800342969128,"750k"
"680","MDA231.9x.cell1684_S1684_R1_001",0.946048539422057,"750k"
"681","MDA231.9x.cell1696_S1696_R1_001",0.929801854931832,"750k"
"682","MDA231.9x.cell1703_S1703_R1_001",0.991306874432402,"750k"
"683","MDA231.9x.cell172_S172_R1_001",0.995498239742009,"750k"
"684","MDA231.9x.cell1724_S1724_R1_001",0.955228423582825,"750k"
"685","MDA231.9x.cell1727_S1727_R1_001",0.945110158293627,"750k"
"686","MDA231.9x.cell1739_S1739_R1_001",0.95754654581673,"750k"
"687","MDA231.9x.cell1748_S1748_R1_001",0.957907169286646,"750k"
"688","MDA231.9x.cell1749_S1749_R1_001",0.981135361350593,"750k"
"689","MDA231.9x.cell1779_S1779_R1_001",0.932172595262525,"750k"
"690","MDA231.9x.cell1783_S1783_R1_001",0.997274068763143,"750k"
"691","MDA231.9x.cell18_S18_R1_001",0.958732848175678,"750k"
"692","MDA231.9x.cell1822_S1822_R1_001",0.930666848755304,"750k"
"693","MDA231.9x.cell1825_S1825_R1_001",0.994902072294356,"750k"
"694","MDA231.9x.cell1833_S1833_R1_001",0.996004069278384,"750k"
"695","MDA231.9x.cell1854_S1854_R1_001",0.970495869378308,"750k"
"696","MDA231.9x.cell1861_S1861_R1_001",0.962727380722852,"750k"
"697","MDA231.9x.cell1879_S1879_R1_001",0.98547627839225,"750k"
"698","MDA231.9x.cell1888_S1888_R1_001",0.972408996963018,"750k"
"699","MDA231.9x.cell1890_S1890_R1_001",0.998482867727512,"750k"
"700","MDA231.9x.cell1899_S1899_R1_001",0.995278579400811,"750k"
"701","MDA231.9x.cell19_S19_R1_001",0.926600597642001,"750k"
"702","MDA231.9x.cell1910_S1910_R1_001",0.935741413823727,"750k"
"703","MDA231.9x.cell1912_S1912_R1_001",0.931527565687557,"750k"
"704","MDA231.9x.cell1914_S1914_R1_001",0.96335787775591,"750k"
"705","MDA231.9x.cell1917_S1917_R1_001",0.993886076001908,"750k"
"706","MDA231.9x.cell1919_S1919_R1_001",0.954177439041366,"750k"
"707","MDA231.9x.cell1958_S1958_R1_001",0.949341407825344,"750k"
"708","MDA231.9x.cell1959_S1959_R1_001",0.995658853185537,"750k"
"709","MDA231.9x.cell1966_S1966_R1_001",0.983942787759043,"750k"
"710","MDA231.9x.cell1990_S1990_R1_001",0.958928458590931,"750k"
"711","MDA231.9x.cell1991_S1991_R1_001",0.996924821201553,"750k"
"712","MDA231.9x.cell2012_S2012_R1_001",0.995238199200794,"750k"
"713","MDA231.9x.cell203_S203_R1_001",0.998011326333228,"750k"
"714","MDA231.9x.cell2031_S2031_R1_001",0.948975671257613,"750k"
"715","MDA231.9x.cell2037_S2037_R1_001",0.965701049136363,"750k"
"716","MDA231.9x.cell2039_S2039_R1_001",0.969875204354954,"750k"
"717","MDA231.9x.cell2040_S2040_R1_001",0.9469541943458,"750k"
"718","MDA231.9x.cell2046_S2046_R1_001",0.968284737656172,"750k"
"719","MDA231.9x.cell2060_S2060_R1_001",0.990581667075389,"750k"
"720","MDA231.9x.cell2063_S2063_R1_001",0.969492006760289,"750k"
"721","MDA231.9x.cell2085_S2085_R1_001",0.981157818886981,"750k"
"722","MDA231.9x.cell2109_S2109_R1_001",0.944141723871086,"750k"
"723","MDA231.9x.cell2123_S2123_R1_001",0.987557760427796,"750k"
"724","MDA231.9x.cell2142_S2142_R1_001",0.998837339087328,"750k"
"725","MDA231.9x.cell2144_S2144_R1_001",0.946051018016422,"750k"
"726","MDA231.9x.cell2148_S2148_R1_001",0.996414424666202,"750k"
