sample	reads_total	reads_assigned_bins	percentage_duplicates	median_bin_count	filter_corr_value	ReadsKept	MedianBinCount	dups_percentage	sample_name	over_disp	tech
Arc_well_MDA231_p37_nonfix_r6c8_yes_A1_Good_S441_R1_001	1012818	909966	0.1	68	0.982	909966	68	0.101550327897016	fresh_mda231	0.00250521025452348	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r66c6_yes_D1_Good_S4759_R1_001	852827	755361	0.11	56	0.846	755361	56	0.114285781289757	fresh_mda231	0.0167919831204629	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r23c11_yes_C2_Good_S1668_R1_001	1436537	1286747	0.1	97	0.984	1286747	97	0.10427159203	fresh_mda231	0.00536136180072025	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r32c1_yes_D1_Good_S2306_R1_001	111247	107014	0.04	8	0.932	107014	8	0.0380504642821829	fresh_mda231	0.00904543141880795	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r32c14_yes_D2_Good_S2319_R1_001	238116	226888	0.05	17	0.946	226888	17	0.0471534882158276	fresh_mda231	0.00254305492176643	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r71c4_yes_D1_Good_S5117_R1_001	923755	834279	0.1	60	0.845	834279	60	0.0968611807243263	fresh_mda231	0.0134673049629345	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r70c70_yes_D2_Good_S5111_R1_001	246787	230044	0.07	17	0.884	230044	17	0.0678439301908123	fresh_mda231	0.0102052343696859	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r6c26_yes_A1_Good_S459_R1_001	775127	700382	0.1	53	0.891	700382	53	0.0964293593178924	fresh_mda231	0.0029615385110597	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r48c31_yes_B2_Good_S3488_R1_001	163790	150004	0.08	11	0.938	150004	11	0.0841687526711032	fresh_mda231	0.0259741092277185	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r38c56_yes_A1_Good_S2793_R1_001	706749	639454	0.1	44	0.832	639454	44	0.0952176798269258	fresh_mda231	0.0115032882690175	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r14c39_yes_B1_Good_S1048_R1_001	959000	856239	0.11	63	0.827	856239	63	0.1071543274244	fresh_mda231	0.0259249034103404	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r63c54_yes_D1_Good_S4591_R1_001	504449	458486	0.09	34	0.954	458486	34	0.0911152564481246	fresh_mda231	0.0129728797855036	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r18c69_yes_C2_Good_S1366_R1_001	282554	263099	0.07	19	0.894	263099	19	0.0688540951464145	fresh_mda231	0.0198081434730895	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r49c69_yes_B2_Good_S3598_R1_001	299518	276892	0.08	21	0.958	276892	21	0.0755413698008133	fresh_mda231	0.0221138990096554	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r4c58_yes_A1_Good_S347_R1_001	1095513	984273	0.1	67	0.82	984273	67	0.101541469612866	fresh_mda231	0.0111778973722749	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r61c41_yes_C1_Good_S4434_R1_001	567249	515291	0.09	39	0.962	515291	39	0.0915964594031898	fresh_mda231	0.00751349783553429	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r44c16_yes_A2_Good_S3185_R1_001	979379	889417	0.09	66	0.988	889417	66	0.0918561659990667	fresh_mda231	0.00550368163533706	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r41c40_yes_A1_Good_S2993_R1_001	1190458	1068810	0.1	79	0.904	1068810	79	0.102185881400268	fresh_mda231	0.0103279257715629	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r12c1_yes_B1_Good_S866_R1_001	777367	699959	0.1	52	0.947	699959	52	0.0995771623956252	fresh_mda231	0.0034422004148822	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r48c28_yes_B2_Good_S3485_R1_001	818601	735927	0.1	56	0.978	735927	56	0.100994257275523	fresh_mda231	0.00602417771228089	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r23c39_yes_C1_Good_S1696_R1_001	847967	752489	0.11	58	0.867	752489	58	0.112596362830157	fresh_mda231	0.0166862048060846	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r12c31_yes_B2_Good_S896_R1_001	143614	132039	0.08	10	0.909	132039	10	0.0805979918392357	fresh_mda231	0.0179717429561309	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r8c27_yes_A2_Good_S604_R1_001	1249527	1104171	0.12	82	0.977	1104171	82	0.116328818825043	fresh_mda231	0.0104765713196244	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r36c20_yes_A1_Good_S2613_R1_001	1066490	975216	0.09	71	0.88	975216	71	0.0855835497754316	fresh_mda231	0.0107552022369989	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r56c60_yes_C1_Good_S4093_R1_001	847032	761473	0.1	58	0.942	761473	58	0.101010351438907	fresh_mda231	0.00369763732597838	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r39c60_yes_A1_Good_S2869_R1_001	862166	785882	0.09	59	0.953	785882	59	0.0884794807496468	fresh_mda231	0.00469616053244383	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r65c26_yes_D1_Good_S4707_R1_001	1180184	1056544	0.1	80	0.931	1056544	80	0.104763325040841	fresh_mda231	0.00387701321853451	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r38c24_yes_A1_Good_S2761_R1_001	604725	543342	0.1	41	0.977	543342	41	0.101505643060895	fresh_mda231	0.00454641559309432	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r6c17_yes_A2_Good_S450_R1_001	811788	731499	0.1	55	0.974	731499	55	0.0989039010184925	fresh_mda231	0.00342725064477889	Arc-well-fresh-MDAMB231
Arc_well_MDA231_p37_nonfix_r55c28_yes_C2_Good_S3989_R1_001	1331782	1186585	0.11	90	0.963	1186585	90	0.109024600122242	fresh_mda231	0.0068696887784987	Arc-well-fresh-MDAMB231
